model,system,issue_id,title,package,is_invalid_pred,confidence,reason,true_invalid,correct,tp,fp,fn,tn,p_pos,r_pos,p_neg,r_neg,p_mac,r_mac,f1_pos,f1_neg,f1_mac,acc
claude-haiku-4-5,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.95,"This is a legitimate build failure report for RedfishPkg with a specific linker error (_fltused undefined symbol) in CLANGPDB toolchain, which requires investigation and is within EDK II build infrastructure scope.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a legitimate bug report describing a build failure specific to EDK II's StandaloneMmPkg with the CLANGDWARF toolchain for RELEASE AARCH64 builds, which requires investigation and is within EDK II's scope.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.92,"This is a valid bug report requesting an update to the mu_nasm NuGet package version to resolve linker issues with the IA32 CLANGDWARF toolchain, which directly relates to EDK II build infrastructure and BaseTools.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.92,"This is a valid bug report describing a regression in firmware menu input handling on ARM platforms caused by a specific commit, affecting real functionality.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.92,This is a legitimate bug report describing a real issue with Option ROM handling on non-x86 platforms in MdeModulePkg where multiple ROM images prevent non-x86 images from being processed.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.95,"This is a legitimate bug report describing a reproducible build failure when a specific compiler feature (STATIC Stack check) is enabled for X86 architecture on GCC, which is directly related to EDK II build infrastructure and compilation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a legitimate build failure bug report involving BdsDxe in MdeModulePkg with the CLANGPDB toolchain, which is directly related to EDK II build infrastructure.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.92,"This is a legitimate bug report about a build failure with a specific toolchain (VS2022) affecting an EDK II package (UefiPayloadPkg), which relates directly to EDK II build infrastructure and is a valid concern for the project tracker.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.92,"This is a legitimate bug report regarding build failure of SignedCapsulePkg with VS2022 compiler, which relates to EDK II build infrastructure and toolchain compatibility.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.95,"This is a legitimate bug report about a build failure with a specific compiler toolchain (VS2022) in an EDK II package (CryptoPkg), which is a valid issue for the project tracker.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a legitimate bug report about a build failure with a specific toolchain (CLANGPDB) in an EDK II package (MdeModulePkg/HiiDatabaseDxe), which is within scope for the project tracker.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a build failure with a specific toolchain (CLANGPDB) in a core EDK II package (MdeModulePkg), which is a valid firmware development issue.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.92,"This is a legitimate bug report about FDF parser behavior in BaseTools (EDK II build infrastructure) where include statements are parsed before conditional statements, which is a real parsing order issue that affects the build system.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.92,"This is a valid bug report describing a potential deadlock/hang condition in the SMI handler unregistration mechanism within MdeModulePkg, which is reproducible and affects core firmware functionality.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.92,"This is a valid bug report describing a runtime crash in EDK II firmware related to RISC-V CPU timer library interfering with RealTimeClockRuntimeDxe, affecting core firmware functionality.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.85,This is a legitimate bug report for ShellPkg describing incorrect behavior in the PCI command's handling of PCIe Designated Vendor Specific Extended Capability.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.95,"This is a legitimate bug report about TCG2/TPM2 functionality on aarch64 architecture in OvmfPkg, which is a core EDK II package for UEFI firmware.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.92,"This is a valid bug report about EDK II's build infrastructure (ECC checking tool in BaseTools) failing silently in CI environments, which affects code quality enforcement and requires investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.75,"This appears to be a legitimate bug report for ARM-based UEFI firmware (ArmPkg/ArmPlatformPkg/ArmVirtPkg) describing a boot failure, though it lacks specific reproduction steps and detailed diagnostic information needed for investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.95,"This is a valid bug report claiming a constant value in MdePkg does not match the UEFI specification, which is a legitimate issue for firmware development and requires investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.85,"This is a valid bug report describing a genuine usability issue with OVMF's secure boot functionality when using serial console, which is a legitimate firmware component problem within EDK II's OvmfPkg.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.92,"This is a legitimate bug report regarding incorrect string formatting behavior in AsciiSPrint, a core EDK II utility function, affecting the OvmfPkg firmware package.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.85,"This is a valid feature request to add MRDIMM (Multi-Rank DIMM) support in the SMBIOS memory device table to comply with SMBIOS v3.8 specification, which relates to EDK II's ShellPkg firmware component and SMBIOS implementation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.82,"This is a legitimate bug report about terminal display issues in OvmfPkg's Boot Manager when using QEMU in nographic mode, which is a valid EDK II firmware platform concern.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.95,"This is a genuine bug report describing a race condition in UefiCpuPkg where the BSP may prematurely free memory that APs are still using during wake-up, which is a valid firmware concurrency issue.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.85,"This is a legitimate bug report about a build failure with the CLANG compiler in CryptoPkg, which relates to EDK II build infrastructure and toolchain compatibility.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.92,"This is a valid bug report describing a genuine firmware behavior issue where UEFI runtime drivers loaded after EndOfDxe event fail to be executable by the OS, which relates to core EDK II DXE runtime driver handling and requires investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.92,"This is a legitimate bug report about TPM2/TCG2 functionality on RISC-V architecture in OvmfPkg, which is a core EDK II firmware package requiring investigation and fixes.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.92,"This is a legitimate bug report describing a potential infinite loop and incorrect list handling in the OpalPassword security component, which is a genuine firmware defect worthy of investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.85,"This is a legitimate bug report describing a display rendering issue in the BIOS Setup UI when handling wide characters, which is a real functionality problem in MdeModulePkg that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.85,"This is a valid bug report describing a deviation between UEFI-SCT test expectations and UEFI specification behavior in the GetImage() function, which relates to EDK II's UEFI compliance testing infrastructure.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.95,This is a legitimate security vulnerability report affecting EDK II's SecurityPkg that warrants investigation and triage by maintainers.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.92,"This is a legitimate bug report describing an assertion failure in MdeModulePkg when a default string ID is set to 0, which warrants investigation and fixing.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.85,"This is a legitimate bug report about a missing component (EFI Internal Shell) in the ArmVirtPkg boot menu, which is a valid firmware package issue.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.85,"This is a legitimate bug report regarding a CodeQL static analysis error in NetworkPkg, which relates to code quality and potential defects in EDK II firmware components.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.92,"This is a legitimate bug report about MSR_IA32_FEATURE_CONTROL handling during CPU hotplug in OvmfPkg, relating to a real firmware component behavior issue that requires investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.85,"This is a valid code quality improvement request for NetworkPkg that involves replacing magic numbers with named constants, which is legitimate maintenance work for the EDK II project.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.92,"This is a legitimate bug report about variable store recovery failure in MdeModulePkg's Fault Tolerant Write (FTW) mechanism, which is a core EDK II firmware component.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.85,"This is a legitimate bug report about InstallProtocolInterface() behavior in MdeModulePkg, describing a real issue with handle key updates that warrants investigation and maintainer feedback.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.92,"This is a legitimate bug report about RegisterProtocolNotify() accepting invalid events in MdeModulePkg, which is a core EDK II package component that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.95,"This is spam or completely unrelated to EDK II firmware development; 'deepwiki entry' has no connection to firmware, build tools, or EDK II components.",False,False,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.95,"This is a genuine bug report describing a memory corruption issue in FreePages() that causes page faults, which is a real firmware defect affecting OVMF builds and worthy of investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.95,"This is a legitimate bug report describing a reproducible regression in OVMF firmware on Xen HVM introduced in a specific release, which is within scope for EDK II project maintenance.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a specific firmware behavior issue where a RAID card option ROM fails to display in Device Manager after being repaired in Driver Health, which involves MdeModulePkg components and warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,0.95,"This is a legitimate build failure bug report in EmbeddedPkg related to SOURCE_DATE_EPOCH changes affecting VirtualRealTimeClockLib, which is a valid EDK II component with reproducible symptoms.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,0.95,This is a genuine bug report for OvmfPkg describing a broken VM boot scenario with a specific function (AmdSvsmIsSvsmPresent()) that requires investigation and fix.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.95,"This is a genuine bug report for the AAVMF firmware component in armvirtpkg, a core EDK II package, with sufficient engagement indicating a real issue requiring investigation and triage.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,0.92,"This is a legitimate bug report describing a real build failure with a specific compiler (GCC) for a particular architecture (X64) in an EDK II package, which is within the project's scope.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,False,0.72,"This describes a visual/UI bug in the MdeModulePkg setup UI component that appears to be a genuine rendering issue worth investigating, though it lacks reproduction steps and technical details.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,0.95,"This is a legitimate build failure bug report in OvmfPkg, a real EDK II package, indicating a genuine issue with firmware volume sizing that prevents successful compilation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.85,"This is a legitimate bug report describing a system hang condition when using a specific PPI (gPeiIpmiTransportPpiGuid) in the Post Memory phase, which is a genuine firmware behavior issue that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,0.92,"This is a valid bug report describing a linker error (LNK2001) occurring during EDK II compilation for AARCH64 architecture in the MdePkg SafeString module, which requires investigation into build configuration or security cookie handling.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,0.92,"This is a valid bug report regarding FSP-T configuration in IntelFsp2Pkg where a specification-defined feature (FSP 2.5 arch UPD) is not functioning as expected, which requires investigation and a fix.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,0.95,"This is a legitimate bug report describing a potential inconsistency between GCD data structures and CPU page tables in the DXE core memory protection feature, which is a real firmware component issue that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,0.92,"This is a valid bug report about EDK II build infrastructure (CLANGDWARF toolchain) failing to detect header file changes and trigger necessary recompilation, which directly affects the build system's correctness.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.85,"This is a legitimate feature request to extend ShellPkg's SmbioView command with ARMv9 processor support based on SMBIOS Type 4 data, which is a valid EDK II component enhancement.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,0.95,This is a legitimate security vulnerability report requesting an update to address a known CVE in a dependency used by EDK II's cryptography package.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.85,"This is a legitimate bug report involving EDK II network and OVMF packages where network protocol drivers are not loading properly, which is a genuine firmware component issue requiring investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.85,"This is a valid bug report describing a reproducible crash (instruction abort/translation fault) in armvirtpkg after CoreExitBootServices on aarch64 QEMU, which is a legitimate EDK II firmware component issue requiring investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,False,0.85,"This is a legitimate bug report about page allocation failure in EmulatorPkg, an EDK II package, which requires investigation and triage by maintainers.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.85,This is a legitimate bug report about EDK II build infrastructure (linker warnings in CLANGPDB toolchain) that should be investigated and fixed.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
