model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-haiku-4-5,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,ECC Check failure in BaseTools CI directly matches bexcran's assigned domain of ECC Check / CI failure bugs in BaseTools.,False,bexcran,True
claude-haiku-4-5,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,ShellPkg SMBIOS MemoryDevice table addition for MRDIMM support matches NingFengGit's assigned pattern of MRDIMM / MemoryDevice table additions in ShellPkg SMBIOS.,False,NingFengGit,True
claude-haiku-4-5,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is a UefiCpuPkg bug involving BSP/AP multiprocessor synchronization and reset vector buffer management, which directly matches philnoh2's assigned domain of BSP/AP multiprocessor synchronisation bugs.",False,philnoh2,True
claude-haiku-4-5,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,CryptoPkg build error with CLANG compiler matches mdkinney's historical assignment pattern for CLANG compiler build errors in CryptoPkg.,False,mdkinney,True
claude-haiku-4-5,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"Bug describes runtime drivers not executable after EndOfDxe, which is a POLICY/access-control issue matching vit9696's assignment pattern, NOT a physical memory issue for os-d.",False,vit9696,True
claude-haiku-4-5,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"TCG2/TPM2 support bug on RISC-V platform maps to yechao-w's established domain of RISC-V QEMU guest boot failures in OvmfPkg, as TPM initialization is critical for secure boot on RISC-V platforms.",False,Vogtinator,False
claude-haiku-4-5,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"Bug explicitly involves OpalPassword device list handling in SecurityPkg, which matches HunterChang030's documented assignment pattern for this specific sub-component.",False,HunterChang030,True
claude-haiku-4-5,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"Assert/string-id bugs in MdeModulePkg HII forms are historically assigned to EricGao2015, and this bug explicitly involves a default string-id assertion failure.",False,EricGao2015,True
claude-haiku-4-5,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,NetworkPkg + CodeQL static-analysis bug matches BritChesley's assigned pattern (CodeQL/static-analysis bugs in NetworkPkg).,False,BritChesley,True
claude-haiku-4-5,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,NetworkPkg bug about replacing hardcoded values with #define constants matches SaloniKasbekar's assigned pattern of hardcoded-value / define-constant bugs in NetworkPkg.,False,SaloniKasbekar,True
claude-haiku-4-5,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"Bug involves variable store (Var Store) failure to recover from FTW (Fault Tolerant Write) spare block after corruption, which is precisely wenbhou's assigned domain per historical patterns.",False,wenbhou,True
claude-haiku-4-5,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface() is a core DXE infrastructure function for protocol/handle management, which falls under lgao4's purview for general low-level MdeModulePkg issues, not HII/UI-specific bugs handled by YangGangUEFI or EricGao2015.",False,lgao4,True
claude-haiku-4-5,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,bexcran,low,"Bug title mentions 'deepwiki entry' which appears to be documentation/wiki infrastructure work; package is 'other' with no clear technical component match, suggesting it may be a BaseTools/CI/documentation task that could fall under bexcran's broader CI infrastructure responsibilities, but confidence is low due to unclear scope.",False,lgao4,False
claude-haiku-4-5,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,FreePages() memory management and page table consistency issue in OvmfPkg is a physical memory bug matching os-d's assigned domain (not vit9696's policy/executability bugs).,False,os-d,True
claude-haiku-4-5,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is a Device Manager form display bug involving driver health and device enumeration, which matches EricGao2015's assignment pattern for Device Manager forms and UI-related issues in MdeModulePkg.",False,EricGao2015,True
claude-haiku-4-5,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"Bug explicitly mentions SEV and SEV-ES VM boot failure with AmdSvsm function, matching jxu023's assigned domain of AMD SEV/SEV-ES virtualisation boot bugs in OvmfPkg.",False,jxu023,True
claude-haiku-4-5,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"The bug involves Setup Hotkey display rendering (black box artifact), which matches EricGao2015's historical assignment pattern of Setup Hotkey display bugs in MdeModulePkg.",False,EricGao2015,True
claude-haiku-4-5,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,OvmfPkg build failure related to FV (Firmware Volume) size allocation is a physical memory/resource management issue within OvmfPkg that falls under os-d's domain of memory and firmware layout problems.,False,r1chard-lyu,False
claude-haiku-4-5,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"MdePkg LNK2001 unresolved symbol error (__security_pop_cookie) in SafeString.obj is a linker error matching os-d's domain of physical memory and MdePkg linker issues, not ardbiesheuvel (who handles CryptoPkg VS2022 errors only).",False,os-d,True
claude-haiku-4-5,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"Bug explicitly involves IntelFsp2Pkg FSP-T TemporaryRamSize UPD configuration, which matches praravin's assigned pattern of FSP-T TemporaryRamSize configuration bugs.",False,praravin,True
claude-haiku-4-5,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,Bug describes GCD (Global Coherency Domain) data structure inconsistency with CPU page table in DXE core memory protection feature — core PHYSICAL memory management issue matching os-d's domain of page table and GCD bugs.,False,os-d,True
claude-haiku-4-5,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,ShellPkg SmbioView ARMV9 processor support addition matches the historical pattern of praveensankarn being assigned ARMV9/processor support additions in SmbioView.,False,praveensankarn,True
claude-haiku-4-5,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg OpenSSL version update / CVE patch bug, which matches liyi77's assigned domain of OpenSSL version update and CVE patch bugs in CryptoPkg.",False,liyi77,True
claude-haiku-4-5,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"Bug involves both NetworkPkg (network protocol drivers) and OvmfPkg/QEMU_EFI (platform) together, which is AndreasBBS's specific domain for combined driver-loading issues.",False,AndreasBBS,True
claude-haiku-4-5,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,CLANGPDB linker warning (/align without /driver) in a general build-or-ci-code context (not RedfishPkg) matches deeglaze's assignment pattern for CLANGPDB linker warnings in non-RedfishPkg contexts.,False,deeglaze,True
claude-haiku-4-5,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,lgao4,medium,"DXE_ASSERT in drvcfg command (a core DXE infrastructure issue in ShellPkg) falls under lgao4's general low-level MdeModulePkg/DXE infrastructure bug domain, as no more specific ShellPkg assignee pattern matches this assertion type.",False,zhurui22,False
claude-haiku-4-5,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,BaseTools FMMT (Firmware Module Management Tool) bug involving data structure handling is a BaseTools toolchain issue matching makubacki's historical assignment pattern for BaseTools infrastructure bugs.,False,AshrafAliS,False
