model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4o-mini,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"The bug pertains to ECC Check failures in BaseTools, which aligns with bexcran's assignment for ECC Check / CI failure bugs.",False,bexcran,True
gpt-4o-mini,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"The bug involves adding MRDIMM support in ShellPkg, which matches NingFengGit's assignment for MemoryDevice table additions in ShellPkg SMBIOS.",False,NingFengGit,True
gpt-4o-mini,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"The bug relates to BSP/AP multiprocessor synchronization, which matches philnoh2's assigned bug type.",False,philnoh2,True
gpt-4o-mini,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"The bug is a build error with the CLANG compiler specifically in the CryptoPkg, which matches mdkinney's assignment for CLANG compiler build error bugs.",False,mdkinney,True
gpt-4o-mini,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"The bug pertains to UEFI runtime drivers and their executability after EndOfDxe, which matches the specific sub-domain handled by vit9696.",False,vit9696,True
gpt-4o-mini,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"The bug relates to TCG2/TPM2 support on RISC-V, which aligns with yechao-w's assignment of QEMU-KVM guest-boot failure bugs on RISC-V.",False,Vogtinator,False
gpt-4o-mini,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"The bug pertains to OpalPassword device list handling, which matches the unique bug type assigned to HunterChang030.",False,HunterChang030,True
gpt-4o-mini,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,lgao4,high,"The bug involves an assertion related to a string ID, which aligns with lgao4's historical assignment of core DXE infrastructure bugs.",False,EricGao2015,False
gpt-4o-mini,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"The bug is related to CodeQL errors in the NetworkPkg, which matches the historical assignment pattern for BritChesley.",False,BritChesley,True
gpt-4o-mini,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"The bug involves replacing a hardcoded value with an existing #define constant in NetworkPkg, which matches SaloniKasbekar's assignment pattern for hardcoded-value/define-constant bugs.",False,SaloniKasbekar,True
gpt-4o-mini,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"The bug relates to variable store recovery from FTW spare block, which matches the historical assignment pattern for wenbhou.",False,wenbhou,True
gpt-4o-mini,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"The bug relates to InstallProtocolInterface, which falls under core DXE infrastructure issues assigned to lgao4.",False,lgao4,True
gpt-4o-mini,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The bug does not match any specific historical patterns, but AshrafAliS is the only assignee listed for a non-specific package.",False,lgao4,False
gpt-4o-mini,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug relates to memory management in FreePages(), which falls under the responsibilities of os-d for physical memory issues.",False,os-d,True
gpt-4o-mini,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,medium,"The bug relates to the Device Manager forms, which aligns with EricGao2015's historical assignment pattern.",False,EricGao2015,True
gpt-4o-mini,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug pertains to SEV and SEV-ES virtualisation boot issues, which matches the historical assignment pattern for jxu023.",False,jxu023,True
gpt-4o-mini,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"The bug relates to the Setup Hotkey Region, which falls under the responsibilities of EricGao2015 who handles Setup Hotkey display issues.",False,EricGao2015,True
gpt-4o-mini,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,"The bug relates to OvmfPkg and involves a build issue, which aligns with os-d's assignment of physical memory and related build issues.",False,r1chard-lyu,False
gpt-4o-mini,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"The bug involves a LNK2001 unresolved symbol error, which is specifically assigned to os-d for MdePkg linker errors.",False,os-d,True
gpt-4o-mini,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"The bug pertains to configuring TemporaryRamSize in IntelFsp2Pkg, which matches the historical assignment pattern for praravin.",False,praravin,True
gpt-4o-mini,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug pertains to memory protection features and inconsistencies in GCD data structures, which aligns with os-d's assignment of physical memory bugs.",False,os-d,True
gpt-4o-mini,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,NingFengGit,medium,"The bug pertains to adding ARMV9 support in SmbioView, which aligns with NingFengGit's assignment for ARMV9 processor support additions in ShellPkg SMBIOS.",False,praveensankarn,False
gpt-4o-mini,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"The bug involves updating OpenSSL for a CVE patch, which matches liyi77's historical assignment pattern for OpenSSL version updates.",False,liyi77,True
gpt-4o-mini,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"The bug involves both NetworkPkg and OvmfPkg, which matches the historical pattern for AndreasBBS handling combined driver-loading bugs.",False,AndreasBBS,True
gpt-4o-mini,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"The bug involves a CLANGPDB linker warning, which matches the historical assignment pattern for deeglaze regarding linker warnings in non-RedfishPkg contexts.",False,deeglaze,True
gpt-4o-mini,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,Damien-Chen,medium,"The bug involves a DXE_ASSERT in the UEFI Shell, which aligns with Damien-Chen's past assignments related to shell issues.",False,zhurui22,False
gpt-4o-mini,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"The bug relates to BaseTools, and makubacki has been assigned to handle toolchain-related issues in BaseTools.",False,AshrafAliS,False
