model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4.1,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,ECC Check and CI failure bugs in BaseTools are specifically assigned to bexcran according to the historical assignment patterns.,False,bexcran,True
gpt-4.1,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"NingFengGit is specifically assigned to MRDIMM / MemoryDevice table additions in ShellPkg SMBIOS, which matches the bug's focus on adding MRDIMM support in the MemoryDeviceMemoryTechnologyTable.",False,NingFengGit,True
gpt-4.1,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"The bug concerns BSP/AP multiprocessor synchronisation in UefiCpuPkg, which is explicitly assigned to philnoh2 in the historical patterns.",False,philnoh2,True
gpt-4.1,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,CLANG compiler build error bugs in CryptoPkg are assigned to mdkinney according to the historical assignment patterns.,False,mdkinney,True
gpt-4.1,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is a policy bug about UEFI runtime driver executability after EndOfDxe, which matches vit9696's assignment domain exactly.",False,vit9696,True
gpt-4.1,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"This is a RISC-V QEMU guest boot/feature enablement bug in OvmfPkg, which matches yechao-w's assignment for RISC-V QEMU-KVM guest-boot failures and related platform enablement issues.",False,Vogtinator,False
gpt-4.1,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"The bug is about OpalPassword device list handling in SecurityPkg, which matches HunterChang030's unique assignment domain exactly.",False,HunterChang030,True
gpt-4.1,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,Assert or string-id bugs in MdeModulePkg HII/UI components have historically been assigned to EricGao2015.,False,EricGao2015,True
gpt-4.1,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,CodeQL/static-analysis bugs in NetworkPkg are assigned to BritChesley according to the historical pattern.,False,BritChesley,True
gpt-4.1,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"SaloniKasbekar is specifically assigned to hardcoded-value or define-constant bugs in NetworkPkg, which matches this issue exactly.",False,SaloniKasbekar,True
gpt-4.1,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"The bug concerns variable store recovery from FTW (Fault Tolerant Write) spare block corruption in MdeModulePkg, which matches wenbhou's historical assignment for variable store/FTW recovery bugs.",False,wenbhou,True
gpt-4.1,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface is a core DXE infrastructure function in MdeModulePkg, and historical patterns specify lgao4 for such bugs, explicitly excluding YangGangUEFI from InstallProtocolInterface issues.",False,lgao4,True
gpt-4.1,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The bug is labeled package:other and does not match any historical assignment pattern or unique assignee, so defaulting to an unassigned contributor.",False,lgao4,False
gpt-4.1,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug concerns physical memory management (FreePages and page faults) in OVMF/MdePkg, which matches os-d's assignment for physical memory and page table bugs.",False,os-d,True
gpt-4.1,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"Device Manager form bugs in MdeModulePkg are historically assigned to EricGao2015, matching the pattern for UI/form issues in Device Manager.",False,EricGao2015,True
gpt-4.1,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug concerns SEV and SEV-ES VM boot in OvmfPkg, which matches the pattern that SEV/SEV-ES virtualization boot bugs in OvmfPkg are assigned to jxu023.",False,jxu023,True
gpt-4.1,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"EricGao2015 is historically assigned to Setup Hotkey display and Device Manager forms bugs in MdeModulePkg, which matches the 'Setup Hotkey Region' UI issue described.",False,EricGao2015,True
gpt-4.1,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,"This is an OvmfPkg build failure related to FV (firmware volume) size, which is a physical memory/resource allocation issue and matches os-d's scope for OvmfPkg physical memory and build structure bugs.",False,r1chard-lyu,False
gpt-4.1,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"MdePkg LNK2001 unresolved symbol errors (such as __security_pop_cookie) are explicitly assigned to os-d, not ardbiesheuvel or others.",False,os-d,True
gpt-4.1,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"The bug is about configuring TemporaryRamSize using FSP-T in IntelFsp2Pkg, which matches praravin's unique assignment for IntelFsp2Pkg / FSP-T TemporaryRamSize configuration bugs.",False,praravin,True
gpt-4.1,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug concerns DXE core memory protection and inconsistency between GCD data structures and CPU page tables, which matches os-d's historical assignment for physical memory and memory-protection feature bugs in MdeModulePkg.",False,os-d,True
gpt-4.1,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,Bugs about ARMV9 or processor support additions in ShellPkg SmbioView are specifically assigned to praveensankarn according to the historical assignment patterns.,False,praveensankarn,True
gpt-4.1,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"The bug is about updating OpenSSL for a CVE in CryptoPkg, which matches liyi77's assignment for OpenSSL version update / CVE patch bugs in CryptoPkg.",False,liyi77,True
gpt-4.1,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This bug involves both NetworkPkg and QEMU_EFI (OvmfPkg), which matches the historical pattern for AndreasBBS handling combined driver-loading issues in these two packages.",False,AndreasBBS,True
gpt-4.1,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning in a non-RedfishPkg context (build-or-ci-code), which matches deeglaze's assignment pattern exactly.",False,deeglaze,True
gpt-4.1,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,lgao4,medium,"The bug is a DXE_ASSERT in ShellPkg, and lgao4 handles core DXE infrastructure bugs (such as asserts and protocol/handle management) not covered by more specific ShellPkg assignees, of which there are none for drvcfg or DXE_ASSERT in ShellPkg.",False,zhurui22,False
gpt-4.1,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"The bug concerns BaseTools and specifically mentions FMMT (Firmware Module Management Tool), which falls under toolchain/nuget update and BaseTools maintenance, historically assigned to makubacki.",False,AshrafAliS,False
