model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.98,"This is a concrete EDK II build failure in RedfishPkg involving the CLANGPDB toolchain and linker, which is directly relevant and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.98,"This is a concrete EDK II build failure involving a supported toolchain/target/package combination (CLANGDWARF, RELEASE, AARCH64, StandaloneMmPkg), which is a legitimate and investigable bug report.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.96,"This is a concrete EDK II BaseTools/build infrastructure issue requesting a specific toolchain package update to fix IA32 CLANGDWARF link failures, which is actionable and within scope.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.9,"This is a plausible EDK II regression affecting ARM platform firmware menu input behavior, and the title provides enough concrete context to investigate as a bug report.",False,needs-triage
gpt-5.4,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.94,"This is a plausible EDK II firmware bug in MdeModulePkg concerning option ROM dispatch behavior on non-x86 platforms, and the title provides a specific, investigable problem rather than a usage question.",False,needs-triage
gpt-5.4,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.97,"This is a concrete EDK II build failure involving compiler/build infrastructure on X86 with GCC and provides enough context to investigate, so it is a valid tracker issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a plausible EDK II build infrastructure bug involving BdsDxe and the CLANGPDB toolchain, which is directly in scope and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.96,"This is a plausible EDK II build failure involving a supported toolchain/package (UefiPayloadPkg with VS2022), which is directly relevant to the project and sufficiently actionable to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.96,"This is a plausible EDK II build failure involving a package and compiler/toolchain compatibility, which is explicitly in scope for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.97,"This is a plausible EDK II build failure involving CryptoPkg and the VS2022 toolchain, which is directly relevant to project build infrastructure and sufficient to investigate.",False,needs-maintainer-feedback
gpt-5.4,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.97,"This is a concrete EDK II build failure involving HiiDatabaseDxe with the CLANGPDB toolchain, which is directly relevant to project build infrastructure and sufficiently specific to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.97,"This is a plausible EDK II build failure involving SetupBrowserDxe and the CLANGPDB toolchain, which is within project scope and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.95,"This is a specific BaseTools bug report about FdfParser behavior involving include and conditional statement parsing, and it is sufficiently scoped to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.95,"This describes a plausible firmware bug in MdeModulePkg involving SMI handler unregistration hanging when an unregistered SMI is invoked, and it provides enough concrete behavior to warrant investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.97,"This is a concrete bug report against an EDK II firmware component in OvmfPkg describing an OS-runtime safety issue that causes a runtime driver crash in gRT->GetTime, which is specific and actionable enough to investigate.",False,
gpt-5.4,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.91,"This is a concrete bug report against ShellPkg describing incorrect behavior of the PCI shell command for a specific PCIe capability, which is relevant to EDK II and specific enough to investigate.",False,needs-triage
gpt-5.4,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.97,"This is a plausible EDK II firmware bug in OvmfPkg involving TCG2/TPM2 functionality on aarch64, and the title provides a concrete component/platform failure suitable for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.97,"This is a plausible EDK II BaseTools/CI bug report affecting build infrastructure on Windows and Linux, and the title provides enough specificity to investigate.",False,
gpt-5.4,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.93,"This is a plausible firmware bug affecting AArch64 UEFI boot in EDK II Arm-related packages, and despite the sparse summary it appears actionable enough for maintainers to investigate given the package scope and discussion activity.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.97,"This is a concrete bug report about an EDK II package constant conflicting with the UEFI specification, which is directly relevant and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.89,"This is a plausible OvmfPkg bug report about secure boot configuration usability on a serial console, and it is specific enough to investigate rather than being a general usage question.",False,needs-owner|needs-triage
gpt-5.4,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.93,"This is a concrete bug report about EDK II string formatting behavior in firmware code, and the title provides a specific, investigable malfunction rather than a usage question or unrelated request.",False,needs-owner|needs-triage
gpt-5.4,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.95,"This is a legitimate ShellPkg feature/update request tied to SMBIOS v3.8 support, which is relevant to EDK II firmware components and specific enough to investigate.",False,needs-maintainer-feedback
gpt-5.4,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.92,"This is a plausible OvmfPkg bug report about Boot Manager terminal behavior under QEMU's -nographic mode, which is directly related to EDK II firmware and appears specific enough to investigate.",False,needs-triage
gpt-5.4,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.95,"This describes a plausible UefiCpuPkg concurrency bug in AP startup/reset-vector handling within an EDK II firmware component, and the title provides enough context to investigate.",False,needs-maintainer-feedback
gpt-5.4,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.93,"This is a plausible EDK II build/compiler issue in CryptoPkg, and build failures related to supported toolchains are valid tracker items even if the summary is brief.",False,needs-maintainer-feedback
gpt-5.4,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.95,"This is a plausible EDK II firmware bug involving runtime driver behavior across EndOfDxe/OS handoff in MdeModulePkg/OvmfPkg, and the issue description is specific enough to warrant investigation.",False,needs-maintainer-feedback
gpt-5.4,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.95,"This is a concrete firmware bug report affecting OvmfPkg's TCG2/TPM2 functionality on RISC-V, and the title plus project context provide enough information to investigate, especially given the high engagement.",False,needs-maintainer-feedback
gpt-5.4,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.92,"This is a plausible bug report in SecurityPkg identifying specific logic problems in OpalPassword (potential infinite loop and DeviceList handling), which is relevant to EDK II and sufficiently concrete to investigate.",False,needs-maintainer-feedback
gpt-5.4,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.72,"This is a plausible firmware/UI bug in an EDK II package and, despite limited detail, it describes a concrete issue that can be investigated rather than a usage question or unrelated report.",False,needs-triage
gpt-5.4,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.96,"This is a concrete bug report against EDK II's UEFI-SCT test behavior, identifying a specific test case whose expected status appears inconsistent with the UEFI specification and providing enough detail to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.97,"This is a plausible security vulnerability report affecting an EDK II firmware component (SecurityPkg), and security issues should be treated as valid for investigation unless clearly non-reproducible or unrelated.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.88,"This is a plausible EDK II bug report about an ASSERT triggered by a specific string ID condition in MdeModulePkg, and the title provides enough concrete behavior to warrant investigation.",False,
gpt-5.4,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.91,"This is a plausible EDK II firmware bug in ArmVirtPkg about boot menu behavior, and the title provides enough project-specific context to warrant investigation rather than being a usage question or unrelated report.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.94,"This is a plausible bug report related to an EDK II package source file and static-analysis findings are generally actionable for investigation, even though the issue summary is brief.",False,needs-triage
gpt-5.4,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.88,"This appears to be a legitimate firmware bug report in OvmfPkg involving CPU hotplug behavior and the IA32_FEATURE_CONTROL MSR, which is an EDK II component area suitable for investigation.",False,needs-owner|needs-triage
gpt-5.4,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.81,"This is a plausible code-quality bug/enhancement request within NetworkPkg to replace a magic number with an existing defined constant, which is relevant to EDK II and specific enough to investigate.",False,needs-triage
gpt-5.4,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.93,"This is a plausible EDK II bug report affecting MdeModulePkg firmware variable/FTW recovery behavior, and the title provides a specific failure scenario that is actionable to investigate.",False,
gpt-5.4,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.9,"This is a plausible bug report about core EDK II protocol/handle behavior in MdeModulePkg, and the description is specific enough to investigate whether InstallProtocolInterface should update an existing handle key.",False,needs-maintainer-feedback
gpt-5.4,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.87,"This is a plausible bug report about UEFI protocol/event handling in an EDK II package, and the title provides enough specific technical context to warrant investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11088,[Bug]: <title>Add Ask deepwiki entry,other,False,0.77,"This appears to be a legitimate feature request to add an 'Ask deepwiki' entry and, despite sparse detail, it is still related to project infrastructure/documentation rather than being spam or a usage question.",False,
gpt-5.4,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.97,"This is a specific firmware bug report affecting OVMF memory management on FreePages() with a clear failure mode and enough detail to investigate, so it belongs in the EDK II tracker.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.98,"This is a concrete regression report affecting OvmfPkg on Xen HVM with a specific release range, which is a genuine firmware bug and provides enough context to investigate.",False,needs-owner|needs-triage
gpt-5.4,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.93,"This is a concrete firmware UI/driver behavior bug in MdeModulePkg involving Device Manager and Driver Health interaction, and it appears specific enough to investigate rather than being a usage question or unrelated report.",False,needs-triage
gpt-5.4,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,0.98,"This is a concrete EDK II build failure in EmbeddedPkg tied to SOURCE_DATE_EPOCH behavior, which is directly within project scope and sufficiently actionable to investigate.",False,needs-maintainer-feedback|needs-owner
gpt-5.4,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,0.98,"This is a concrete bug report against OvmfPkg describing broken SEV/SEV-ES VM boot behavior caused by a specific function check, which is clearly relevant to EDK II firmware and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.95,"This describes a plausible ArmVirtPkg firmware regression in AAVMF direct kernel boot and, given the bug framing and active discussion, is sufficiently related and actionable for EDK II tracking.",False,needs-owner|needs-triage
gpt-5.4,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,0.97,"This is a concrete EDK II build failure involving the PRM package and GCC on X64, which is within scope and specific enough to investigate.",False,needs-owner|needs-triage
gpt-5.4,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,True,0.92,"The report lacks any reproducible details, environment, firmware component context, or steps to investigate beyond a vague UI symptom, so it does not provide enough information for EDK II maintainers to act on.",False,needs-triage
gpt-5.4,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,0.98,"This is a concrete EDK II build failure report for OvmfPkg involving firmware volume sizing in a specific stable release, which is directly within scope and sufficiently actionable to investigate.",False,needs-maintainer-feedback
gpt-5.4,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.87,"This is a plausible EDK II firmware bug involving PEI/IPMI behavior in the Post-Mem phase, and the title provides enough concrete context to investigate even though details are limited.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,0.98,"This is a plausible EDK II build/link failure involving toolchain output for AARCH64 in MdePkg/SafeString, which is directly relevant to the project and specific enough to investigate.",False,needs-triage
gpt-5.4,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,0.93,"This is a plausible bug report in an EDK II package about FSP-T UPD behavior introduced by a specific spec version, and it contains enough targeted context to investigate even though details are limited.",False,needs-triage
gpt-5.4,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,0.98,"This is a specific EDK II bug report about DXE core memory protection and potential inconsistency between GCD state and CPU page tables, which is a core firmware component issue and is sufficiently actionable to investigate.",False,needs-triage
gpt-5.4,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,0.98,"This is a plausible EDK II build infrastructure bug involving the CLANGDWARF toolchain's dependency/rebuild behavior, and the title provides enough context to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.95,"This is a legitimate ShellPkg feature/bug request about adding ARMv9 SMBIOS Type 4 processor support to the SmbiosView command, and it is specific enough for maintainers to investigate.",False,needs-maintainer-feedback
gpt-5.4,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,0.98,"This is a legitimate security-related dependency update request for CryptoPkg, tied to a specific CVE and therefore relevant and actionable for EDK II.",False,
gpt-5.4,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.93,"This is a plausible EDK II bug involving OvmfPkg/NetworkPkg behavior in QEMU with specific missing network protocol drivers and HTTP shell command functionality, and the issue appears sufficiently concrete to investigate.",False,needs-triage
gpt-5.4,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.95,"This is a plausible ARM/QEMU_EFI runtime crash in ArmVirtPkg occurring after CoreExitBootServices, and the report provides a concrete environment and failure symptom that are sufficient to investigate as a genuine bug.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,True,0.97,"The issue title alone does not provide enough detail, steps, logs, or environment information to reproduce or investigate the reported EmulatorPkg page allocation failure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.94,"This is a plausible EDK II build infrastructure issue involving the CLANGPDB toolchain/linker behavior, and the title provides enough context to investigate a real build warning.",False,
gpt-5.4,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,False,0.81,"This reports an apparent reproducible DXE assertion triggered by the UEFI Shell drvcfg command in ShellPkg, which is a plausible firmware bug and contains enough context to investigate.",False,
gpt-5.4,10583,[Bug]: BaseTools build failed on MinGW GCC on Windows,basetools,False,0.95,"This is a plausible EDK II BaseTools build failure report involving supported build infrastructure (MinGW GCC on Windows), which is within scope and potentially reproducible even though the summary is brief.",False,needs-triage
gpt-5.4,10579,[Bug]: <Mismatch of EFI Conformance Profile Table GUID when UEFI application reads from EFI System Table>,mdemodulepkg|mdepkg,False,0.9,"This appears to be a concrete EDK II bug report about an incorrect GUID exposed through the EFI System Table, which is a firmware component issue that is specific enough to investigate.",True,
gpt-5.4,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,False,0.91,"This appears to describe a concrete BaseTools/FMMT bug involving handling of a None Parent.Data case, which is part of EDK II build infrastructure and is specific enough to investigate.",False,
