model,system,issue_id,title,package,is_invalid_pred,confidence,reason,true_invalid,correct,tp,fp,fn,tn,p_pos,r_pos,p_neg,r_neg,p_mac,r_mac,f1_pos,f1_neg,f1_mac,acc
claude-haiku-4-5,A,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.85,"This is a valid bug report describing a real usability issue with OVMF secure boot functionality when using serial console, which is a legitimate EDK II firmware component problem.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.92,"This is a legitimate bug report about incorrect string formatting behavior in AsciiSPrint function, which is a core EDK II library function used across firmware packages.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.85,This is a legitimate feature request to add MRDIMM (Multi-Rank DIMM) memory technology support to ShellPkg's SMBIOS memory device reporting to comply with SMBIOS v3.8 specification.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.85,"This is a valid bug report describing a terminal display/layout issue in OvmfPkg Boot Manager when running under specific QEMU conditions, which is reproducible and relates to EDK II firmware behavior.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.92,"This is a genuine bug report describing a race condition in UefiCpuPkg where the BSP (Boot Strap Processor) can prematurely free the AP (Application Processor) reset vector buffer while APs are still waking up, which is a real firmware concurrency issue that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.85,"This is a legitimate bug report describing a build failure with CLANG compiler in CryptoPkg, which relates to EDK II build infrastructure and toolchain compatibility.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.92,"This is a legitimate bug report describing a real issue where UEFI runtime drivers loaded after EndOfDxe event are not executable by the OS, affecting core firmware behavior in MdeModulePkg and OvmfPkg.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.95,"This is a legitimate bug report about TPM2/TCG2 firmware support on RISC-V architecture in OvmfPkg, which is an EDK II package, and represents a genuine platform compatibility issue that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.95,"This is a genuine bug report describing a potential infinite loop and incorrect data structure handling in the OpalPassword component of SecurityPkg, which is a legitimate firmware security module requiring investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.85,"This is a legitimate bug report describing a display rendering issue in the BIOS Setup UI related to wide character handling in MdeModulePkg, which is a core EDK II package.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.85,"This is a valid bug report describing a discrepancy between UEFI-SCT test expectations and UEFI specification behavior in the GetImage() function, which affects EDK II test suite compliance.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.92,"This is a potential security vulnerability in the EDK II SecurityPkg related to Secure Boot enforcement, which is a legitimate and critical issue for the firmware project to investigate.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.85,"This appears to be a legitimate bug report about MdeModulePkg where a zero string ID causes an assertion, which describes a reproducible problem in firmware code.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.85,"This is a legitimate bug report about ArmVirtPkg firmware missing the EFI Internal Shell in the boot menu, which is a genuine issue with an EDK II package that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.85,This is a valid bug report about a CodeQL static analysis error in EDK II's NetworkPkg component that requires investigation and potential code fixes.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.92,"This is a legitimate bug report about MSR_IA32_FEATURE_CONTROL handling during CPU hotplug in OvmfPkg, which is a real EDK II firmware package involving CPU-related UEFI code.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.85,"This is a valid code quality improvement request for NetworkPkg that involves replacing magic numbers with named constants, which is a legitimate maintenance and coding standards issue for the EDK II project.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.92,"This is a genuine bug report regarding variable store recovery from FTW (Fault Tolerant Write) spare block corruption in MdeModulePkg, which is a core EDK II package.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.92,This is a legitimate bug report about InstallProtocolInterface() behavior in MdeModulePkg that describes a specific protocol installation issue requiring investigation and potential fix.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.92,"This appears to be a legitimate bug report about RegisterProtocolNotify() accepting invalid event parameters in MdeModulePkg, which is a core EDK II package component.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.95,"This appears to be spam or completely unrelated to EDK II firmware development—'deepwiki entry' has no relevance to firmware, build tools, drivers, or EDK II components.",False,False,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.95,"This is a legitimate bug report describing a real memory corruption issue in OVMF's FreePages() implementation that causes page faults, affecting MdePkg core functionality with demonstrated impact and high community engagement.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.95,"This is a legitimate bug report describing a reproducible regression in OVMF (EDK II firmware) on Xen HVM following the 202411 release, with sufficient engagement for investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a specific issue with RAID card option ROM display in Device Manager after Driver Health repair operations, which involves MdeModulePkg drivers and UI components.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,0.95,"This is a legitimate build failure report affecting EmbeddedPkg's VirtualRealTimeClockLib related to SOURCE_DATE_EPOCH environment variable handling, which is a valid EDK II build infrastructure issue.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,0.95,"This is a legitimate bug report for OvmfPkg involving a faulty function check that breaks SEV/SEV-ES VM boot, which is a critical firmware component issue with sufficient specificity to investigate.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.95,This is a legitimate bug report for the ArmVirtPkg firmware package describing a broken feature (direct kernel boot) with sufficient engagement and triage needs to warrant investigation.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,0.92,"This is a legitimate bug report describing a build failure with a specific compiler (GCC) for a specific architecture (X64) in an EDK II package, which requires investigation and fixing.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,False,0.72,"This appears to be a legitimate bug report about unexpected visual rendering in the Setup UI (MdeModulePkg), though it lacks detailed reproduction steps and screenshots that would increase confidence.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,0.95,This is a legitimate build failure bug report for OvmfPkg in a stable EDK II release that requires investigation and fixing.,False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.92,"This is a legitimate bug report describing a reproducible system hang when using a specific PPI (gPeiIpmiTransportPpiGuid) during Post Memory phase, which is a valid EDK II firmware issue.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,0.85,"This appears to be a legitimate build failure issue involving unresolved external symbols in MdePkg's SafeString component when compiling for AARCH64, which relates to EDK II build infrastructure and compiler toolchain integration.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,0.92,"This is a legitimate bug report describing a functional issue with FSP-T configuration in IntelFsp2Pkg, an EDK II package component, that needs investigation and fixing.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,0.95,"This is a legitimate bug report describing a potential inconsistency between GCD (Global Coherency Domain) internal data structures and CPU page tables in the DXE core memory protection feature, which is a genuine firmware component issue requiring investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,0.92,"This is a legitimate bug report about the EDK II build infrastructure (CLANGDWARF toolchain) failing to detect header file changes and trigger recompilation, which directly affects build correctness.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.85,"This is a legitimate feature request to add ARMV9 processor support to an EDK II ShellPkg command based on SMBIOS Type 4 processor information, which is a valid firmware component enhancement.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,0.92,"This is a legitimate security vulnerability fix request for a cryptographic library dependency used by EDK II, which is a valid concern for firmware security.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.85,"This is a legitimate bug report regarding network protocol driver loading in EDK II packages (NetworkPkg/OvmfPkg), which involves EDK II firmware components and driver infrastructure.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.85,"This is a legitimate bug report describing a runtime fault (instruction abort/translation fault) in the ARM virtual package after ExitBootServices on QEMU, which is a real firmware component issue that warrants investigation.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,False,0.85,"This is a legitimate bug report for EmulatorPkg involving page allocation failure, which is a real firmware component issue that requires investigation and triage.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.85,"This is a legitimate bug report about EDK II build infrastructure (linker warnings with CLANGPDB toolchain), which relates to build tools and compilation issues that are valid for the EDK II tracker.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
claude-haiku-4-5,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,False,0.92,"This is a legitimate bug report describing an assertion failure in ShellPkg when executing a specific command, which is reproducible and relates to EDK II firmware components.",False,True,0,1,1,73,0.0,0.0,0.9865,0.9865,0.4932,0.4932,0.0,0.9865,0.4932,0.9733
