model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.96,"This is a genuine EDK II package build failure involving RedfishPkg and the CLANGPDB/lld-link toolchain, which is within scope for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.98,"This is a genuine EDK II package build failure involving StandaloneMmPkg with the CLANGDWARF toolchain on AARCH64, which is valid for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.95,This is a legitimate EDK II BaseTools/build infrastructure issue requesting a NASM tool update to fix IA32 CLANGDWARF link failures.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.96,"This is a genuine EDK II firmware regression report involving ArmVirtPkg/MdeModulePkg behavior in platform firmware menus after a specific commit, so it is valid for investigation.",False,needs-triage
gpt-5.5,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.86,"The issue describes a plausible EDK II MdeModulePkg firmware bug affecting option ROM handling on non-x86 platforms, which is within scope for investigation.",False,needs-triage
gpt-5.5,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.95,"This reports a reproducible EDK II build failure involving MdePkg/static stack checking on x86 GCC builds, which is a valid firmware build issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a genuine EDK II build failure involving MdeModulePkg/BdsDxe with the CLANGPDB toolchain, which is within the project scope and actionable for maintainers.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.95,"This reports a build failure for an EDK II package with a supported toolchain context, which is a valid bug for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.93,"This reports a build failure for an EDK II package with a supported toolchain, which is a valid project issue to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.86,A CryptoPkg build failure with VS2022 is directly related to EDK II build/compiler support and is a legitimate issue to investigate.,False,needs-maintainer-feedback
gpt-5.5,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.9,"This is a plausible EDK II build failure involving MdeModulePkg/HiiDatabaseDxe with the CLANGPDB toolchain, which is valid for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.9,A CLANGPDB build failure in the EDK II SetupBrowserDxe component is a legitimate build infrastructure/component bug suitable for investigation.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.92,"This is a plausible BaseTools FDF parser bug involving include and conditional statement handling, which is directly related to EDK II build infrastructure and should be investigated.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.87,This appears to be a genuine EDK II firmware bug report involving SMI handler registration/unregistration behavior in MdeModulePkg and is within scope for investigation.,False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.98,"This is a genuine EDK II firmware/runtime bug report involving OvmfPkg/RISC-V timer library behavior causing a runtime driver crash in gRT->GetTime, with enough detail to investigate.",False,
gpt-5.5,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.93,"This is a legitimate EDK II ShellPkg bug report about the PCI command incorrectly displaying a PCIe Designated Vendor Specific Extended Capability, consistent with related valid PCI capability issues.",False,needs-triage
gpt-5.5,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.93,"This is a genuine EDK II/OVMF firmware bug report involving TCG2/TPM2 support on AArch64, which is within project scope and suitable for maintainer investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.95,"This reports a potential bug in the EDK II ECC/CI tooling for Windows and Linux, which is directly related to BaseTools and coding style enforcement infrastructure.",False,
gpt-5.5,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.82,"It appears to be a genuine EDK II ARM/AArch64 UEFI boot issue involving relevant packages and has maintainer engagement, so it should be treated as a valid bug report.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.95,This is a legitimate MdePkg UEFI specification conformance bug report about an incorrect status code value.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.9,This is a plausible OvmfPkg firmware bug affecting Secure Boot configuration usability over a serial console and is specific enough to investigate.,False,needs-owner|needs-triage
gpt-5.5,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,True,0.68,"AsciiSPrint's %s handling in EDK II is by design for Unicode CHAR16 strings, while ASCII strings should use %a, so this appears to be a usage misunderstanding rather than a valid OVMF bug.",False,needs-owner|needs-triage
gpt-5.5,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.95,"This is a legitimate EDK II ShellPkg feature/spec compliance request to add SMBIOS v3.8 MRDIMM support, similar to prior valid SMBIOS support updates.",False,needs-maintainer-feedback
gpt-5.5,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.88,"This is a specific OVMF/QEMU firmware UI bug report involving the Boot Manager terminal layout under -nographic, which is within EDK II scope and appears investigable.",False,needs-triage
gpt-5.5,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.9,This appears to be a genuine UefiCpuPkg firmware bug involving AP wake-up/reset-vector buffer lifetime and is within EDK II CPU package scope.,False,needs-maintainer-feedback
gpt-5.5,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.86,"This appears to be a genuine CryptoPkg build failure involving the CLANG compiler, which is within scope for EDK II investigation.",False,needs-maintainer-feedback
gpt-5.5,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.86,"This reports a plausible EDK II/OVMF runtime driver execution bug involving EndOfDxe behavior and firmware memory attributes, with enough specificity for maintainers to investigate.",False,needs-maintainer-feedback
gpt-5.5,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.93,"This is a genuine firmware bug report involving EDK II OvmfPkg TCG2/TPM2 support on RISC-V with maintainer engagement, so it is valid for the tracker.",False,needs-maintainer-feedback
gpt-5.5,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.89,"This is a plausible bug report involving the SecurityPkg OpalPassword firmware component, specifically potential infinite loop and device list handling issues, so it is appropriate for investigation.",False,needs-maintainer-feedback
gpt-5.5,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.75,"The issue reports a plausible firmware/UI bug in an EDK II package related to BIOS Setup character rendering, so it is appropriate for investigation despite limited detail.",False,needs-triage
gpt-5.5,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.95,"This is a plausible bug report against the UEFI SCT conformance tests involving expected EFI_STATUS behavior versus the UEFI specification, which is within EDK II-related test infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.78,"The issue alleges a Secure Boot bypass involving the UEFI Shell in SecurityPkg, which is a plausible EDK II security vulnerability worth maintainer investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.86,"This appears to be a genuine EDK II MdeModulePkg bug report involving an assertion in a corner case, which is appropriate for investigation.",False,
gpt-5.5,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.82,"The issue concerns a possible ArmVirtPkg firmware behavior/regression involving the EFI Internal Shell boot entry, which is an EDK II component issue suitable for maintainer investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.86,"This reports a CodeQL/static analysis issue in NetworkPkg's NetBuffer.c, which is relevant to EDK II code quality and similar NetworkPkg static code issues have been treated as valid.",False,needs-triage
gpt-5.5,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.9,"The issue concerns an OvmfPkg CPU hotplug firmware bug involving MSR_IA32_FEATURE_CONTROL, which is within EDK II scope and appears investigable.",False,needs-owner|needs-triage
gpt-5.5,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.78,"The issue concerns a code-quality fix in NetworkPkg by replacing a hardcoded value with an existing defined constant, which is a legitimate EDK II maintenance bug/request.",False,needs-triage
gpt-5.5,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.9,"This appears to be a genuine MdeModulePkg firmware bug report involving variable/FTW recovery behavior after corruption, which is a valid EDK II component issue.",False,
gpt-5.5,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.78,The issue reports a plausible EDK II MdeModulePkg firmware core bug in InstallProtocolInterface() behavior that maintainers can investigate.,False,needs-maintainer-feedback
gpt-5.5,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.86,"The issue reports a specific potential bug in an EDK II firmware service/API behavior within MdeModulePkg, which is within project scope and can be investigated.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.78,"The issue is a malformed, non-actionable request about adding a DeepWiki entry and does not describe an EDK II bug, feature, build problem, or firmware component concern.",False,
gpt-5.5,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.93,"This describes a plausible EDK II/OVMF memory management bug in FreePages() causing a page fault, with enough technical detail and engagement to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.95,"This reports a regression causing an OVMF page fault on Xen HVM, which is a genuine firmware bug in an EDK II package and should be investigated.",False,needs-owner|needs-triage
gpt-5.5,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.87,"This appears to be a genuine EDK II firmware/UI bug involving MdeModulePkg Driver Health and Device Manager behavior with a RAID option ROM, with enough specificity to investigate.",False,needs-triage
gpt-5.5,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,0.98,"This is a genuine EDK II EmbeddedPkg build failure involving VirtualRealTimeClockLib and SOURCE_DATE_EPOCH changes, with enough context and maintainer engagement to investigate.",False,needs-maintainer-feedback|needs-owner
gpt-5.5,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,0.98,"This is a genuine OvmfPkg bug report about broken SEV/SEV-ES VM boot caused by a specific firmware check, which is directly relevant to EDK II and actionable.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.98,"This is a genuine EDK II ArmVirtPkg/AAVMF firmware bug report about direct kernel boot behavior, with engagement and enough context to warrant investigation.",False,needs-owner|needs-triage
gpt-5.5,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,0.98,"This is a genuine EDK II package build failure involving PrmPkg with the GCC toolchain on X64, which is valid for investigation.",False,needs-owner|needs-triage
gpt-5.5,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,False,0.74,"The report describes a potential visual/UI bug in an EDK II MdeModulePkg setup component, which is relevant to investigate despite sparse details.",False,needs-triage
gpt-5.5,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,0.95,"This is a genuine OvmfPkg build failure report for an EDK II stable release involving firmware volume size, which is within project scope and investigable.",False,needs-maintainer-feedback
gpt-5.5,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.82,"This is a firmware/EDK II-related bug report involving use of the gPeiIpmiTransportPpiGuid PPI causing a system hang in PEI post-memory phase, so it is relevant and investigable.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,0.9,"This reports an EDK II MdePkg build/link failure for AARCH64 involving SafeString.obj, which is a legitimate build infrastructure issue to investigate.",False,needs-triage
gpt-5.5,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,0.92,This is a plausible IntelFsp2Pkg bug report about FSP 2.5 architectural UPD behavior and relates directly to EDK II firmware components.,False,needs-triage
gpt-5.5,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,0.95,"This is a genuine EDK II firmware bug report involving DXE Core memory protection and GCD/page table consistency in MdeModulePkg, with sufficient relevance for investigation.",False,needs-triage
gpt-5.5,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,0.98,"This is a legitimate EDK II build infrastructure bug report about incremental rebuild dependency tracking for CLANGDWARF header changes, matching similar historically valid issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.95,"This is a legitimate ShellPkg SmbiosView feature/bug request to add ARMV9 SMBIOS Type 4 processor information support, consistent with similar valid SMBIOS display issues.",False,needs-maintainer-feedback
gpt-5.5,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,0.98,"This is a legitimate CryptoPkg security update request to update OpenSSL for a referenced CVE, matching prior valid EDK II OpenSSL CVE issues.",False,
gpt-5.5,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.62,"The issue concerns EDK II QEMU/OVMF firmware and NetworkPkg behavior around network protocol drivers and EFI HTTP support, which is a plausible firmware bug or feature/build configuration problem worth investigating.",False,needs-triage
gpt-5.5,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.86,"This is a plausible EDK II ArmVirtPkg/QEMU_EFI runtime bug report involving an instruction abort after ExitBootServices, which is relevant to firmware behavior and worth maintainer investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,False,0.82,"The issue reports a potential bug in EmulatorPkg, an EDK II package, and should be treated as a valid firmware component issue pending maintainer investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.88,"The issue concerns a CLANGPDB linker warning in the EDK II build infrastructure, which is a legitimate build-toolchain problem to investigate.",False,
gpt-5.5,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,False,0.9,"This appears to be a genuine ShellPkg bug report involving a DXE ASSERT triggered by the UEFI Shell drvcfg command, similar to historically valid shell ASSERT issues.",False,
gpt-5.5,10583,[Bug]: BaseTools build failed on MinGW GCC on Windows,basetools,False,0.95,"This reports a BaseTools build failure with MinGW GCC on Windows, which relates directly to EDK II build infrastructure and is appropriate for investigation.",False,needs-triage
gpt-5.5,10579,[Bug]: <Mismatch of EFI Conformance Profile Table GUID when UEFI application reads from EFI System Table>,mdemodulepkg|mdepkg,False,0.78,"The issue concerns a possible mismatch in a UEFI-specified table GUID exposed via the EFI System Table, which relates directly to EDK II firmware interfaces and is a plausible bug for MdePkg/MdeModulePkg investigation.",True,
gpt-5.5,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,False,0.86,"The issue appears to report a genuine BaseTools/FMMT handling bug involving a None Parent.Data case, which is within EDK II build tooling and is investigable.",False,
