model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4.1-mini,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"The bug is a CLANG compiler build error in CryptoPkg, which matches mdkinney's historical assignment domain precisely.",False,mdkinney,True
gpt-4.1-mini,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,The bug about UEFI runtime drivers loaded after EndOfDxe not being executable by OS matches vit9696's assignment for OvmfPkg policy bugs related to runtime driver executability after EndOfDxe.,False,vit9696,True
gpt-4.1-mini,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"The bug involves TCG2/TPM2 support on RISC-V in OvmfPkg, and yechao-w is assigned to RISC-V QEMU guest boot issues in OvmfPkg, making him the best match for RISC-V platform bugs.",False,Vogtinator,False
gpt-4.1-mini,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"The bug is in SecurityPkg related to OpalPassword device list handling, which matches HunterChang030's unique assignment domain exactly.",False,HunterChang030,True
gpt-4.1-mini,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,The bug about 'Assert if default string id is 0' matches EricGao2015's historical assignment of assert/string-id bugs in MdeModulePkg.,False,EricGao2015,True
gpt-4.1-mini,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"The bug is a CodeQL error in NetworkPkg, and BritChesley is assigned to CodeQL/static-analysis bugs in NetworkPkg per historical patterns.",False,BritChesley,True
gpt-4.1-mini,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"The bug is in NetworkPkg involving hardcoded-value replacement, which matches SaloniKasbekar's assigned area precisely.",False,SaloniKasbekar,True
gpt-4.1-mini,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"The bug involves variable store and FTW spare block recovery, which historically are assigned to wenbhou in MdeModulePkg.",False,wenbhou,True
gpt-4.1-mini,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface() is a core DXE infrastructure function in MdeModulePkg historically assigned to lgao4, and the bug matches this exact sub-component.",False,lgao4,True
gpt-4.1-mini,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,bexcran,low,"The bug is labeled 'package:other' and involves adding a documentation/wiki entry, which aligns best with BaseTools CI or general infrastructure tasks typically handled by bexcran among the given options.",False,lgao4,False
gpt-4.1-mini,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug involves FreePages() memory management in OVMF, matching os-d's assignment for physical memory and FreePages() issues.",False,os-d,True
gpt-4.1-mini,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"The bug involves Device Manager forms in MdeModulePkg, which historically have been assigned to EricGao2015.",False,EricGao2015,True
gpt-4.1-mini,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug involves SEV and SEV-ES VM boot issues in OvmfPkg, which matches the historical pattern assigning jxu023 to SEV/AMD virtualization boot bugs.",False,jxu023,True
gpt-4.1-mini,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"The bug involves Setup Hotkey display issues in MdeModulePkg, which historically have been assigned to EricGao2015.",False,EricGao2015,True
gpt-4.1-mini,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,high,"The bug is a build failure in OvmfPkg related to FV size, which is a physical memory/build infrastructure issue historically assigned to os-d.",False,r1chard-lyu,False
gpt-4.1-mini,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"The bug is an MdePkg LNK2001 unresolved symbol error (__security_pop_cookie), which historically is assigned to os-d, not ardbiesheuvel or others.",False,os-d,True
gpt-4.1-mini,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"The bug is about TemporaryRamSize configuration in IntelFsp2Pkg, which matches praravin's unique assignment for FSP-T TemporaryRamSize configuration bugs.",False,praravin,True
gpt-4.1-mini,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug involves DXE core memory protection and GCD data structure inconsistency, which matches os-d's assignment for physical memory and GCD-related bugs in MdePkg.",False,os-d,True
gpt-4.1-mini,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"The bug is about adding ARMV9 support in ShellPkg's SmbioView command related to processor information, which matches praveensankarn's historical assignment for ARMV9/processor support in ShellPkg SMBIOS.",False,praveensankarn,True
gpt-4.1-mini,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"The bug is a CryptoPkg OpenSSL version update for a CVE, which matches liyi77's assignment for OpenSSL version update / CVE patch bugs in CryptoPkg.",False,liyi77,True
gpt-4.1-mini,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"The bug involves both QEMU_EFI and NetworkPkg driver loading issues, which matches the historical pattern for AndreasBBS.",False,AndreasBBS,True
gpt-4.1-mini,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"The bug is a CLANGPDB linker warning outside RedfishPkg, which matches deeglaze's assigned domain exactly.",False,deeglaze,True
gpt-4.1-mini,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,praveensankarn,high,"The bug is in ShellPkg and involves a DXE_ASSERT in the UEFI Shell drvcfg command, matching praveensankarn's assignment for ShellPkg processor and shell command related issues.",False,zhurui22,False
gpt-4.1-mini,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,bexcran,high,"The bug is about BaseTools FMMT handling, and makubacki and bexcran are assigned to BaseTools issues, with bexcran handling ECC Check / CI failure bugs which aligns with FMMT testing.",False,AshrafAliS,False
