model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.95,"This is a genuine EDK II firmware/runtime bug report involving a RISC-V timer library causing a reproducible crash in RealTimeClockRuntimeDxe during gRT->GetTime, with enough technical context to investigate.",False,
gpt-5.5,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.86,"The issue reports a specific ShellPkg PCI command bug involving display of a PCIe extended capability, which is directly related to an EDK II firmware component and is actionable enough to investigate.",False,needs-triage
gpt-5.5,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.85,"This is a genuine firmware bug report involving OvmfPkg TCG2/TPM2 support on AArch64, an EDK II component area suitable for maintainer investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.86,"The issue reports a specific failure in EDK II BaseTools/CI ECC checking, which is part of the project's build and coding-style enforcement infrastructure.",False,
gpt-5.5,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.78,"The issue reports a potential boot hang in AArch64 UEFI involving EDK II ARM packages, which is a relevant firmware bug area and appears to have enough engagement for maintainer investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.9,"The issue reports a specific EDK II MdePkg constant value allegedly not matching the UEFI specification, which is a legitimate firmware bug report that can be investigated.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.82,"This appears to be a genuine OVMF firmware bug report involving Secure Boot UI behavior over a serial console, which is within EDK II scope and plausible to investigate.",False,needs-owner|needs-triage
gpt-5.5,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.86,"This appears to be a genuine EDK II bug report about AsciiSPrint string formatting behavior, which is relevant to firmware libraries and worth investigating.",False,needs-owner|needs-triage
gpt-5.5,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.86,"This is a legitimate EDK II ShellPkg feature/bug request to update SMBIOS v3.8 memory technology support, which is relevant and investigable.",False,needs-maintainer-feedback
gpt-5.5,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.84,"This appears to be a genuine OvmfPkg/OVMF bug report involving Boot Manager terminal rendering under QEMU -nographic, which is related to EDK II firmware behavior and is potentially reproducible.",False,needs-triage
gpt-5.5,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.86,"The issue reports a plausible race/bug in UefiCpuPkg CPU/AP startup logic, which is an EDK II firmware component and is suitable for maintainer investigation.",False,needs-maintainer-feedback
gpt-5.5,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.72,"The issue reports a CryptoPkg build error with the CLANG compiler, which is directly related to EDK II build support and is within scope for investigation.",False,needs-maintainer-feedback
gpt-5.5,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.82,This is a plausible EDK II firmware/runtime driver bug involving MdeModulePkg/OVMF behavior after EndOfDxe and has enough context to warrant maintainer investigation.,False,needs-maintainer-feedback
gpt-5.5,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.9,This is a genuine EDK II firmware bug report involving OvmfPkg TCG2/TPM2 support on RISC-V and appears sufficiently relevant for maintainer investigation.,False,needs-maintainer-feedback
gpt-5.5,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.78,The issue targets a specific EDK II SecurityPkg component and alleges concrete OpalPassword logic bugs that maintainers can investigate.,False,needs-maintainer-feedback
gpt-5.5,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,True,0.64,"The report appears related to EDK II setup display handling, but the provided information is too vague and lacks steps, platform details, examples, or other data needed to reproduce or investigate the truncation.",False,needs-triage
gpt-5.5,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.88,"This is a specific bug report about a UEFI-SCT conformance test expectation potentially conflicting with the UEFI specification, which is relevant and investigable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.63,"The issue alleges a Secure Boot bypass involving the UEFI Shell in SecurityPkg, which is a firmware security concern worth triage even though details are limited.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.74,"The issue appears to report a firmware bug in MdeModulePkg involving an assertion on a default string ID value, which is relevant to EDK II and likely investigable given package context and engagement.",False,
gpt-5.5,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.68,"It reports a potentially genuine ArmVirtPkg firmware behavior issue involving the internal EFI shell and boot menu, which is related to EDK II and can be investigated.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,True,0.72,"The issue only mentions a vague CodeQL report in NetBuffer.c without the diagnostic, affected code path, impact, or reproduction details needed to investigate.",False,needs-triage
gpt-5.5,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.86,"The issue appears to report a firmware/OVMF CPU hotplug bug involving MSR_IA32_FEATURE_CONTROL, which is within EDK II scope and suitable for investigation.",False,needs-owner|needs-triage
gpt-5.5,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,True,0.78,"The report is related to an EDK II package but lacks the specific file, hardcoded value, or #define needed to investigate or reproduce the alleged issue.",False,needs-triage
gpt-5.5,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.82,"The issue describes a plausible EDK II MdeModulePkg firmware bug involving variable store recovery via FTW spare block, which is within scope and investigable.",False,
gpt-5.5,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.72,"The issue reports a potential bug in an EDK II MdeModulePkg DXE core service, which is relevant and investigable by maintainers.",False,needs-maintainer-feedback
gpt-5.5,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.82,"The issue reports a plausible EDK II firmware core/API behavior bug in MdeModulePkg involving RegisterProtocolNotify() and invalid event handling, which is specific enough to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.9,The issue title provides no actionable bug report or feature request related to EDK II firmware development and lacks enough information to investigate.,False,
gpt-5.5,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.92,"This is a firmware/EDK II bug report about OVMF memory management behavior during FreePages() causing a page fault, which is relevant and investigable.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.95,"This is a firmware-related regression report in OvmfPkg involving an OVMF page fault on Xen HVM, which is a genuine EDK II bug area worth investigating.",False,needs-owner|needs-triage
gpt-5.5,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.78,The issue describes a specific firmware UI/driver health behavior involving EDK II MdeModulePkg components and appears to be a genuine bug report that can be investigated.,False,needs-triage
gpt-5.5,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,0.98,"This is a genuine EDK II build failure involving EmbeddedPkg/VirtualRealTimeClockLib and SOURCE_DATE_EPOCH changes, with enough context and engagement to investigate.",False,needs-maintainer-feedback|needs-owner
gpt-5.5,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,0.93,"This is a specific EDK II OvmfPkg firmware bug report about SEV/SEV-ES VM boot failure caused by a named function, which is relevant and actionable for maintainers.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.92,"This appears to be a genuine EDK II ArmVirtPkg/AAVMF firmware bug report about direct kernel boot behavior, with sufficient project relevance and engagement to investigate.",False,needs-owner|needs-triage
gpt-5.5,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,0.93,"This is a genuine EDK II package build failure involving GCC on X64, which is within scope and sufficient to investigate.",False,needs-owner|needs-triage
gpt-5.5,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,False,0.62,"It appears to be a genuine bug report about an EDK II setup UI component in MdeModulePkg, so it is related and potentially investigable despite limited detail.",False,needs-triage
gpt-5.5,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,0.93,"This is a genuine EDK II OvmfPkg build failure report involving firmware volume sizing in a stable release, which is relevant and investigable.",False,needs-maintainer-feedback
gpt-5.5,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.72,The report concerns a firmware hang involving an EDK II PEI IPMI transport PPI and provides a concrete scenario that a maintainer could investigate.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,0.82,"This appears to be a genuine EDK II MdePkg AARCH64 build/link failure involving SafeString.obj and an unresolved security cookie symbol, which is sufficient to investigate.",False,needs-triage
gpt-5.5,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,0.78,"This appears to be a legitimate bug report affecting the EDK II IntelFsp2Pkg FSP-T UPD handling, and it identifies a specific feature area for investigation.",False,needs-triage
gpt-5.5,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,0.9,"This is a specific EDK II MdeModulePkg DXE Core memory protection bug report involving GCD state and CPU page tables, and it is clearly related to firmware internals.",False,needs-triage
gpt-5.5,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,0.78,"This appears to be a genuine EDK II build infrastructure bug involving CLANGDWARF dependency tracking for header file changes, which is within scope and potentially investigable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.92,This is a legitimate ShellPkg feature/bug request to add ARMv9 handling in the SmbiosView command for SMBIOS Type 4 processor information.,False,needs-maintainer-feedback
gpt-5.5,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,0.95,"This is a legitimate security-related request to update the OpenSSL dependency in CryptoPkg for a specific CVE, which is relevant to EDK II.",False,
gpt-5.5,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.86,"The issue concerns OvmfPkg/NetworkPkg network driver loading and EFI HTTP command behavior in QEMU_EFI, which is directly related to EDK II firmware components and is plausible to investigate as a bug.",False,needs-triage
gpt-5.5,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.78,"It reports a specific instruction-abort fault on aarch64 QEMU_EFI in ArmVirtPkg after CoreExitBootServices, which is directly related to EDK II firmware behavior and can be investigated.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,True,0.74,"The issue only states a page allocation failure in EmulatorPkg without any reproduction steps, logs, environment details, or other information needed to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.86,"The issue concerns an EDK II build toolchain/linker warning for the CLANGPDB configuration, which is relevant to build infrastructure and can be investigated.",False,
gpt-5.5,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,False,0.76,"The issue reports a firmware/ShellPkg DXE_ASSERT triggered by running the UEFI Shell drvcfg command, which is a genuine EDK II bug report with at least a basic reproduction step.",False,
gpt-5.5,10583,[Bug]: BaseTools build failed on MinGW GCC on Windows,basetools,False,0.78,"It reports a BaseTools build failure with MinGW GCC on Windows, which is directly related to EDK II build infrastructure and is potentially investigable.",False,needs-triage
gpt-5.5,10579,[Bug]: <Mismatch of EFI Conformance Profile Table GUID when UEFI application reads from EFI System Table>,mdemodulepkg|mdepkg,False,0.74,The issue concerns a specific EDK II/UEFI GUID mismatch in MdePkg or MdeModulePkg that could affect firmware applications and appears investigable as a potential bug.,True,
gpt-5.5,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,False,0.86,"The issue concerns BaseTools/FMMT behavior handling a specific Parent.Data None case, which is an EDK II build tool problem with enough specificity to investigate.",False,
