model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-4.1,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.95,"The issue describes a potential bug in AP wakeup handling in UefiCpuPkg, which is a core EDK II component, and is thus a valid bug report.",False,needs-maintainer-feedback
gpt-4.1,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.95,"The issue reports a build error with the CLANG compiler in CryptoPkg, which is a valid bug report related to EDK II build infrastructure.",False,needs-maintainer-feedback
gpt-4.1,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.95,"The issue describes a potential bug in UEFI runtime driver handling, which is relevant to EDK II firmware components and warrants investigation.",False,needs-maintainer-feedback
gpt-4.1,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,1.0,"This is a genuine bug report about TCG2/TPM2 support on RISC-V in OvmfPkg, which is a relevant EDK II firmware component.",False,needs-maintainer-feedback
gpt-4.1,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.95,"The issue reports a potential infinite loop and incorrect DeviceList handling in the OpalPassword component, which is a genuine bug report relevant to EDK II firmware.",False,needs-maintainer-feedback
gpt-4.1,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.95,"The issue reports a potential bug in wide character display handling in BIOS Setup, which is relevant to EDK II firmware components.",False,needs-triage
gpt-4.1,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.95,"This is a valid bug report describing a deviation from the UEFI specification in test behavior, which is relevant to EDK II conformance and test infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,1.0,"The issue reports a potential security vulnerability (Secure Boot bypass) related to EDK II's SecurityPkg, which is always valid for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.95,"The issue reports an assert condition related to default string id being 0, which is a potential bug in MdeModulePkg and has enough detail to investigate.",False,
gpt-4.1,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.95,"The issue reports a missing EFI Internal Shell in the boot menu, which is a genuine bug report related to EDK II firmware functionality.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.95,"The issue reports a CodeQL error in NetBuffer.c, which is a genuine static analysis finding in an EDK II package and is thus valid for investigation.",False,needs-triage
gpt-4.1,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.95,"The issue concerns a CPU MSR (Model Specific Register) handling during CPU hotplug in OvmfPkg, which is a legitimate firmware bug report or feature request.",False,needs-owner|needs-triage
gpt-4.1,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.95,"The issue suggests improving code quality by replacing a hardcoded value with a defined constant, which is a valid code maintenance request for EDK II.",False,needs-triage
gpt-4.1,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.98,"This is a genuine bug report describing a failure in variable store recovery from FTW spare block corruption, which is relevant to EDK II firmware components.",False,
gpt-4.1,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.95,"The issue reports a potential bug in InstallProtocolInterface() behavior, which is a core EDK II API, and thus is relevant and actionable for maintainers.",False,needs-maintainer-feedback
gpt-4.1,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.95,"The issue reports a potential bug in RegisterProtocolNotify() accepting invalid events, which is a core EDK II API and warrants investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.95,The issue appears to be a request to add a documentation or wiki entry rather than a bug report or feature request related to EDK II firmware development.,False,
gpt-4.1,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,1.0,"This is a genuine bug report about a memory overwrite and page fault in the OVMF build, which is directly relevant to EDK II firmware development.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,1.0,"This is a genuine bug report describing a regression (page-fault) in OVMF on Xen HVM since a specific release, which is directly relevant to EDK II firmware development.",False,needs-owner|needs-triage
gpt-4.1,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.95,"The issue describes a potential bug in the display of a RAID card option ROM in the Device Manager form after an action in the Driver Health form, which is relevant to EDK II firmware components and is likely reproducible.",False,needs-triage
gpt-4.1,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,False,1.0,"This is a genuine bug report about a build failure in an EDK II package, which is valid for the project tracker.",False,needs-maintainer-feedback|needs-owner
gpt-4.1,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,False,1.0,"This is a genuine bug report about SEV and SEV-ES VM boot failures related to a specific function in OvmfPkg, which is directly relevant to EDK II firmware development.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,False,0.98,"The issue reports a bug in AAVMF direct kernel boot, which is a legitimate EDK II firmware component, and has high engagement indicating it is a genuine problem.",False,needs-owner|needs-triage
gpt-4.1,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,False,1.0,"This is a reproducible build failure with the PRM package using GCC for X64, which is a valid bug report related to EDK II build infrastructure.",False,needs-owner|needs-triage
gpt-4.1,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,False,0.85,"The issue describes a potential UI bug in the Setup Hotkey Region of MdeModulePkg, which is a valid area for bug reports in EDK II.",False,needs-triage
gpt-4.1,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,False,1.0,"This is a genuine bug report about a build failure in OvmfPkg, which is directly relevant to EDK II development.",False,needs-maintainer-feedback
gpt-4.1,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,False,0.95,"The issue describes a system hang when using a specific PPI in a certain phase, which is a genuine bug report related to EDK II firmware components.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,False,1.0,"This is a genuine build failure related to EDK II (linker error for AARCH64 in SafeString.obj), which is valid for the project tracker.",False,needs-triage
gpt-4.1,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,False,1.0,"This is a genuine bug report related to a new FSP-T arch UPD feature in IntelFsp2Pkg, which is within EDK II scope.",False,needs-triage
gpt-4.1,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,False,1.0,"The issue reports a potential bug in a core firmware feature (DXE core memory protection) that could cause inconsistency between internal data structures and CPU page tables, which is a valid and important concern for EDK II.",False,needs-triage
gpt-4.1,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,False,1.0,"This is a genuine bug report about the build system not recompiling when headers change, which is relevant to EDK II build infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,False,0.95,"This is a legitimate feature request to add ARMv9 processor support to the SmbioView command in ShellPkg, which is relevant to EDK II firmware functionality.",False,needs-maintainer-feedback
gpt-4.1,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,False,1.0,This is a valid security-related feature request to update OpenSSL in CryptoPkg to address a specific CVE.,False,
gpt-4.1,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,False,0.95,"The issue reports a problem with network protocol drivers and EFI commands in QEMU_EFI, which are relevant to EDK II firmware components and likely represent a genuine bug report.",False,needs-triage
gpt-4.1,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,False,0.95,"This is a genuine bug report describing a runtime error after CoreExitBootServices on aarch64 QEMU_EFI, which is relevant to EDK II firmware development.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,False,0.95,"The issue reports a bug (page allocation failure) in EmulatorPkg, which is a valid EDK II package, and thus is within scope for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,False,0.95,"This issue reports a linker warning related to CLANGPDB, which is relevant to EDK II build infrastructure and toolchain compatibility.",False,
gpt-4.1,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,False,0.95,"The issue reports a DXE_ASSERT triggered by a specific shell command, which is a reproducible bug related to EDK II's ShellPkg.",False,
gpt-4.1,10583,[Bug]: BaseTools build failed on MinGW GCC on Windows,basetools,False,0.98,"This is a genuine bug report about a build failure in BaseTools, which is within the scope of EDK II development.",False,needs-triage
gpt-4.1,10579,[Bug]: <Mismatch of EFI Conformance Profile Table GUID when UEFI application reads from EFI System Table>,mdemodulepkg|mdepkg,False,0.95,"The issue reports a mismatch of a GUID in the EFI System Table, which is a genuine bug report related to EDK II firmware components.",True,
gpt-4.1,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,False,0.95,"The issue appears to report a bug in BaseTools FMMT related to handling a None value for Parent.Data, which is a valid bug report for EDK II tooling.",False,
