model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-opus-4-7,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,ECC Check CI failure in BaseTools matches bexcran's historical pattern.,False,bexcran,True
claude-opus-4-7,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,ShellPkg SMBIOS MRDIMM/MemoryDevice table addition matches NingFengGit's pattern.,False,NingFengGit,True
claude-opus-4-7,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,UefiCpuPkg BSP/AP multiprocessor synchronisation bug matches philnoh2's unique assignment pattern.,False,philnoh2,True
claude-opus-4-7,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,CLANG compiler build error in CryptoPkg matches mdkinney's historical assignment pattern.,False,mdkinney,True
claude-opus-4-7,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,Bug about runtime driver executability after EndOfDxe matches vit9696's policy-bug domain.,False,vit9696,True
claude-opus-4-7,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,medium,RISC-V related OvmfPkg bug (TPM2 support not working on RISC-V) aligns with yechao-w's RISC-V QEMU/boot domain.,False,Vogtinator,False
claude-opus-4-7,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,SecurityPkg OpalPassword DeviceList handling bug matches HunterChang030's unique bug type.,False,HunterChang030,True
claude-opus-4-7,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,Assert/string-id bugs in MdeModulePkg match EricGao2015's historical pattern.,False,EricGao2015,True
claude-opus-4-7,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,CodeQL static-analysis bug in NetworkPkg matches BritChesley's assignment pattern.,False,BritChesley,True
claude-opus-4-7,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,NetworkPkg hardcoded-value/define-constant bug matches SaloniKasbekar's pattern.,False,SaloniKasbekar,True
claude-opus-4-7,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,FTW spare block recovery / variable store bug in MdeModulePkg matches wenbhou's assignment pattern.,False,wenbhou,True
claude-opus-4-7,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface is a core DXE protocol/handle management function in MdeModulePkg, which per the hints belongs to lgao4.",False,lgao4,True
claude-opus-4-7,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,makubacki,low,"Adding a 'Ask deepwiki' entry is a repo-tooling/infrastructure change, closest to BaseTools/CI maintenance handled by makubacki.",False,lgao4,False
claude-opus-4-7,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,Physical memory bug involving FreePages() and page table writability in OVMF matches os-d's domain.,False,os-d,True
claude-opus-4-7,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,medium,Device Manager form display bug in MdeModulePkg matches EricGao2015's history with Device Manager forms.,False,EricGao2015,True
claude-opus-4-7,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,AMD SEV/SEV-ES boot bug in OvmfPkg mentioning AmdSvsm matches jxu023's domain.,False,jxu023,True
claude-opus-4-7,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,Setup Hotkey display bug in MdeModulePkg matches EricGao2015's historical pattern.,False,EricGao2015,True
claude-opus-4-7,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,low,"OvmfPkg build failure due to insufficient FV size relates to memory/space layout, closest match to os-d's physical memory/build infrastructure domain.",False,r1chard-lyu,False
claude-opus-4-7,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,MdePkg LNK2001 unresolved symbol linker error matches the os-d pattern explicitly noted in the hints.,False,os-d,True
claude-opus-4-7,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,IntelFsp2Pkg FSP-T TemporaryRamSize configuration bug matches praravin's documented domain.,False,praravin,True
claude-opus-4-7,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,GCD data structure inconsistency with CPU page table is a physical memory/memory-protection bug matching os-d's pattern.,False,os-d,True
claude-opus-4-7,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,ARMV9 processor support addition in ShellPkg SmbioView matches praveensankarn's historical pattern.,False,praveensankarn,True
claude-opus-4-7,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,OpenSSL version update for CVE patch in CryptoPkg matches liyi77's assignment pattern.,False,liyi77,True
claude-opus-4-7,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"Bug involves both QEMU_EFI (OvmfPkg) and NetworkPkg driver loading, matching AndreasBBS's pattern.",False,AndreasBBS,True
claude-opus-4-7,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,CLANGPDB linker /align without /driver warning in general build/CI (not RedfishPkg) matches deeglaze's pattern.,False,deeglaze,True
claude-opus-4-7,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,Damien-Chen,low,"ShellPkg drvcfg command issue in UEFI Shell; no specific pattern matches, but Damien-Chen has handled UEFI Shell-related bugs.",False,zhurui22,False
claude-opus-4-7,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,bexcran,low,BaseTools FMMT tool issue; bexcran handles BaseTools CI/check bugs while makubacki focuses on NASM/toolchain updates.,False,AshrafAliS,False
