model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-opus-4-7,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface is a core DXE protocol/handle management function in MdeModulePkg, which per the hints belongs to lgao4.",False,lgao4,True
claude-opus-4-7,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,makubacki,low,"Adding a deepwiki entry is a repo-tooling/infrastructure change, closest to makubacki's tooling/CI updates.",False,lgao4,False
claude-opus-4-7,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,FreePages physical memory bug with page table writable issue matches os-d's domain of physical memory and page table inconsistency bugs.,False,os-d,True
claude-opus-4-7,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,medium,Device Manager form display bug in MdeModulePkg matches EricGao2015's history with Device Manager forms.,False,EricGao2015,True
claude-opus-4-7,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,AMD SEV/SEV-ES boot bug involving AmdSvsm in OvmfPkg matches jxu023's pattern.,False,jxu023,True
claude-opus-4-7,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,Setup Hotkey display bug in MdeModulePkg matches EricGao2015's historical pattern.,False,EricGao2015,True
claude-opus-4-7,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,Damien-Chen,low,OvmfPkg build/FV size issue; Damien-Chen has handled OvmfPkg-specific bugs in the past.,False,r1chard-lyu,False
claude-opus-4-7,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,MdePkg LNK2001 unresolved symbol linker error matches the os-d pattern explicitly noted in the hints.,False,os-d,True
claude-opus-4-7,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,IntelFsp2Pkg FSP-T TemporaryRamSize configuration bug matches praravin's documented specialty exactly.,False,praravin,True
claude-opus-4-7,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"GCD data structure inconsistency with CPU page table is a physical memory/page table bug, matching os-d's domain.",False,os-d,True
claude-opus-4-7,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,ARMV9 processor support addition in ShellPkg SmbioView matches praveensankarn's historical pattern.,False,praveensankarn,True
claude-opus-4-7,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,OpenSSL version update for CVE patch in CryptoPkg matches liyi77's historical pattern.,False,liyi77,True
claude-opus-4-7,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"Bug involves both QEMU_EFI (OvmfPkg) and NetworkPkg driver loading combined, matching AndreasBBS's specific pattern.",False,AndreasBBS,True
claude-opus-4-7,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,CLANGPDB linker /align without /driver warning in general build/CI toolchain (not RedfishPkg) matches deeglaze's pattern.,False,deeglaze,True
claude-opus-4-7,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,EricGao2015,low,"drvcfg command triggers DXE_ASSERT likely related to HII/Setup form handling, matching EricGao2015's assert/string-id bug pattern.",False,zhurui22,False
claude-opus-4-7,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,bexcran,low,BaseTools FMMT tool bug; bexcran handles BaseTools issues per historical patterns.,False,AshrafAliS,False
