model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing #define constant, which matches the historical assignment pattern for SaloniKasbekar.",False,SaloniKasbekar,True
gpt-5.4,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is an MdeModulePkg variable store/FTW spare block recovery bug, which matches the historical assignment pattern for wenbhou.",False,wenbhou,True
gpt-5.4,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a MdeModulePkg core DXE infrastructure bug in InstallProtocolInterface(), which the assignment guidance explicitly maps to lgao4 rather than the HII/UI assignees.",False,lgao4,True
gpt-5.4,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The bug is labeled package:other and describes adding a DeepWiki/Ask entry, which does not match any specific package or historical bug-type pattern, so the best fallback is AshrafAliS with low confidence.",False,lgao4,False
gpt-5.4,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is an OVMF/MdePkg physical memory-management bug involving FreePages() and page protection behavior, which matches os-d's historical ownership of FreePages, page table, and memory-protection issues.",False,os-d,True
gpt-5.4,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is a MdeModulePkg Device Manager form/UI bug, which matches the historical pattern assigning Device Manager forms issues to EricGao2015.",False,EricGao2015,True
gpt-5.4,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg bug explicitly about SEV/SEV-ES and AmdSvsm, which matches the historical AMD SEV/SVSM virtualization boot bug pattern assigned to jxu023.",False,jxu023,True
gpt-5.4,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"This is in MdeModulePkg and specifically describes a Setup Hotkey display/UI issue, which matches the historical pattern for EricGao2015 handling Device Manager forms and Setup Hotkey display bugs.",False,EricGao2015,True
gpt-5.4,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,AshrafAliS,low,"This is an OvmfPkg firmware-volume sizing/build configuration issue, which does not match the specific OvmfPkg memory, policy, RISC-V, or SEV patterns, so AshrafAliS is the best remaining fit.",False,r1chard-lyu,False
gpt-5.4,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is a MdePkg LNK2001 unresolved symbol build/linker error (__security_pop_cookie in SafeString.obj), which matches the historical pattern assigning MdePkg linker errors to os-d rather than CryptoPkg/VS2022 owners.",False,os-d,True
gpt-5.4,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"This is in IntelFsp2Pkg and specifically concerns FSP-T TemporaryRamSize configuration, which matches the unique historical pattern for praravin.",False,praravin,True
gpt-5.4,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is a DXE core memory-protection/GCD versus CPU page table physical memory consistency bug, which matches the Ovmf/MdePkg memory-management issues historically assigned to os-d rather than HII, FTW, or policy-related assignees.",False,os-d,True
gpt-5.4,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"This is a ShellPkg SmbioView enhancement specifically for ARMV9 processor support based on SMBIOS Type 4, which matches the historical pattern assigned to praveensankarn.",False,praveensankarn,True
gpt-5.4,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg OpenSSL version/CVE update request, which matches the historical pattern assigned to liyi77.",False,liyi77,True
gpt-5.4,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This bug explicitly involves both QEMU_EFI/OvmfPkg and NetworkPkg driver loading, which matches the historical pattern for AndreasBBS handling combined QEMU_EFI + NetworkPkg loading issues.",False,AndreasBBS,True
gpt-5.4,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning in a general build/toolchain context (not RedfishPkg), which matches the historical pattern for deeglaze handling non-RedfishPkg CLANGPDB linker warnings such as '/align without /driver'.",False,deeglaze,True
gpt-5.4,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,Damien-Chen,low,"This is a ShellPkg command runtime/assert issue and the only prior Shell-related command bug in the provided history was assigned to Damien-Chen, while no more specific ShellPkg drvcfg pattern is listed.",False,zhurui22,False
gpt-5.4,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,medium,"This is a BaseTools bug in the FMMT tool, and among the known BaseTools patterns makubacki handles toolchain/tool-related BaseTools issues while bexcran is specific to ECC/CI failures.",False,AshrafAliS,False
