model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-haiku-4-5,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"Assert/string-id bugs in MdeModulePkg HII forms are historically assigned to EricGao2015, who handles Device Manager forms, Setup Hotkey display, and Assert/string-id bugs.",False,EricGao2015,True
claude-haiku-4-5,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,CodeQL static-analysis bug in NetworkPkg (NetBuffer.c) matches BritChesley's assigned pattern of CodeQL/static-analysis bugs in NetworkPkg.,False,BritChesley,True
claude-haiku-4-5,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,NetworkPkg bug about replacing hardcoded values with #define constants matches SaloniKasbekar's historical pattern of hardcoded-value / define-constant bugs in NetworkPkg.,False,SaloniKasbekar,True
claude-haiku-4-5,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"Bug involves variable store (Var Store) recovery from FTW (Fault Tolerant Write) spare block after corruption, which matches wenbhou's assigned domain of variable store / FTW spare block recovery bugs in MdeModulePkg.",False,wenbhou,True
claude-haiku-4-5,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface() is a core DXE infrastructure function for handle/protocol management, which falls under lgao4's domain per the historical pattern (core DXE infrastructure bugs NOT covered by YangGangUEFI or EricGao2015).",False,lgao4,True
claude-haiku-4-5,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"Bug is about adding documentation to deepwiki (likely a knowledge base), which is not a code defect and does not match any technical sub-component pattern; AshrafAliS is the only assignee with a non-code-specific bug (FMMT documentation-adjacent issue), making this a low-confidence fallback.",False,lgao4,False
claude-haiku-4-5,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"Physical memory management bug in OVMF involving FreePages() and page table consistency — matches os-d's domain of PHYSICAL memory bugs (FreePages, page table inconsistency, GCD data structures).",False,os-d,True
claude-haiku-4-5,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"Bug involves Device Manager form display and Driver Health form interaction, which falls under EricGao2015's assigned domain of Device Manager forms and UI-related issues in MdeModulePkg/HII.",False,EricGao2015,True
claude-haiku-4-5,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"Bug involves AMD SEV/SEV-ES virtualisation boot failure in OvmfPkg with AmdSvsm component, matching jxu023's assigned domain for AMD SEV/SEV-ES bugs.",False,jxu023,True
claude-haiku-4-5,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"Bug involves Setup Hotkey display region rendering issue in MdeModulePkg, which matches EricGao2015's historical assignment pattern for Setup Hotkey display bugs.",False,EricGao2015,True
claude-haiku-4-5,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,OvmfPkg firmware volume sizing and memory layout issues fall under os-d's domain of physical memory management and GCD data structure consistency in OvmfPkg.,False,r1chard-lyu,False
claude-haiku-4-5,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"MdePkg LNK2001 unresolved symbol error (__security_pop_cookie) in SafeString.obj is a linker issue matching os-d's domain of MdePkg linker errors, not ardbiesheuvel (who handles CryptoPkg VS2022 build errors).",False,os-d,True
claude-haiku-4-5,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"Bug explicitly mentions FSP-T TemporaryRamSize configuration in IntelFsp2Pkg, which is praravin's assigned sub-domain per historical pattern.",False,praravin,True
claude-haiku-4-5,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is a DXE core memory protection bug involving GCD (Graphics Configuration Descriptor) data structures and CPU page table inconsistency, which falls under os-d's domain of PHYSICAL memory management and GCD data structure bugs.",False,os-d,True
claude-haiku-4-5,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"Bug is about adding ARMV9 processor support to ShellPkg SmbioView command, which matches praveensankarn's established pattern of ARMV9/processor support additions in SmbioView.",False,praveensankarn,True
claude-haiku-4-5,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,CryptoPkg OpenSSL version update for CVE patch — liyi77 is assigned OpenSSL version updates and CVE patches in CryptoPkg.,False,liyi77,True
claude-haiku-4-5,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"Bug involves both QEMU_EFI (OvmfPkg) and NetworkPkg driver-loading issues together, which is AndreasBBS's specific domain per historical patterns.",False,AndreasBBS,True
claude-haiku-4-5,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,CLANGPDB linker warning about /align without /driver in general build toolchain (not RedfishPkg) matches deeglaze's historical pattern of handling CLANGPDB linker warnings outside RedfishPkg contexts.,False,deeglaze,True
claude-haiku-4-5,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,EricGao2015,medium,"DXE_ASSERT in drvcfg command (a Driver Configuration form feature) falls within Setup/Device Manager form handling bugs typically assigned to EricGao2015, though the ShellPkg context introduces some uncertainty.",False,zhurui22,False
claude-haiku-4-5,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"FMMT (Firmware Module Management Tool) is a BaseTools utility, and makubacki has been assigned BaseTools toolchain and infrastructure bugs; this Parent.Data None-handling bug fits the BaseTools category even though the package label is missing.",False,AshrafAliS,False
