model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI/ECC Check failure, which matches the historical assignment pattern for bexcran.",False,bexcran,True
gpt-5.4,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS MemoryDevice/MRDIMM table support addition, which matches the historical pattern assigning MRDIMM/MemoryDevice table bugs in ShellPkg to NingFengGit.",False,NingFengGit,True
gpt-5.4,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is in UefiCpuPkg and specifically concerns BSP/AP multiprocessor synchronization during AP wake-up/reset-vector handling, which matches philnoh2's historical assignment pattern exactly.",False,philnoh2,True
gpt-5.4,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"The bug is in CryptoPkg and specifically a CLANG compiler build error, which matches the historical assignment pattern for mdkinney.",False,mdkinney,True
gpt-5.4,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is an OvmfPkg policy bug about runtime drivers loaded after EndOfDxe not being executable by the OS, which matches the explicit historical pattern for vit9696 rather than os-d or general MdeModulePkg assignees.",False,vit9696,True
gpt-5.4,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,medium,"This is an OvmfPkg bug specifically about RISC-V platform support, and the closest historical match is yechao-w handling RISC-V OVMF/QEMU guest boot and platform issues.",False,Vogtinator,False
gpt-5.4,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg bug specifically about OpalPassword DeviceList handling, which matches the unique historical assignment pattern for HunterChang030.",False,HunterChang030,True
gpt-5.4,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"This is a MdeModulePkg HII/UI-style assert involving default string ID handling, which matches EricGao2015’s prior assignments for Setup/Device Manager form and assert/string-id bugs.",False,EricGao2015,True
gpt-5.4,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a NetworkPkg issue explicitly described as a CodeQL error, which matches the historical pattern assigning NetworkPkg static-analysis/CodeQL bugs to BritChesley.",False,BritChesley,True
gpt-5.4,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing define constant, which matches the historical NetworkPkg hardcoded-value pattern assigned to SaloniKasbekar.",False,SaloniKasbekar,True
gpt-5.4,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is an MdeModulePkg variable store/FTW spare block recovery bug, which matches the historical pattern for wenbhou rather than other MdeModulePkg assignees.",False,wenbhou,True
gpt-5.4,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a MdeModulePkg core DXE infrastructure bug in InstallProtocolInterface(), which the historical pattern explicitly assigns to lgao4 rather than the HII/UI assignees.",False,lgao4,True
gpt-5.4,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The issue is labeled package:other and does not match any specific package/sub-component pattern, so the closest prior for a miscellaneous documentation/tooling-style 'other' issue is AshrafAliS.",False,lgao4,False
gpt-5.4,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is a physical memory-management bug involving FreePages() and OVMF/MdePkg behavior, which matches os-d's historical ownership of page/memory protection and FreePages-related issues.",False,os-d,True
gpt-5.4,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is an MdeModulePkg Device Manager form/UI bug, which matches the historical assignment pattern for EricGao2015 handling Device Manager forms and related setup UI issues.",False,EricGao2015,True
gpt-5.4,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg AMD SEV/SEV-ES boot bug mentioning AmdSvsm, which matches the historical assignment pattern for jxu023.",False,jxu023,True
gpt-5.4,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"This is a MdeModulePkg setup/UI forms issue specifically about the Setup Hotkey display region, which matches EricGao2015's historical assignments for Setup Hotkey and related form-display bugs.",False,EricGao2015,True
gpt-5.4,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,r1chard-lyu,low,"This is an OvmfPkg firmware-volume size/build configuration issue, which does not match the documented OvmfPkg subdomains for os-d, vit9696, yechao-w, zevorn, or jxu023, so the best fallback from the allowed list is r1chard-lyu.",False,r1chard-lyu,True
gpt-5.4,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is a MdePkg LNK2001 unresolved symbol build/linker error (__security_pop_cookie in SafeString.obj), which matches the historical pattern assigning MdePkg linker errors to os-d rather than CryptoPkg/VS2022 owners.",False,os-d,True
gpt-5.4,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"This is an IntelFsp2Pkg bug specifically about FSP-T TemporaryRamSize configuration, which matches the historical assignment pattern for praravin exactly.",False,praravin,True
gpt-5.4,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is a DXE core memory protection/GCD-page-table inconsistency issue, which matches the OvmfPkg/MdePkg physical memory management domain historically assigned to os-d.",False,os-d,True
gpt-5.4,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"This is a ShellPkg SmbioView ARMV9 processor support addition, which matches the historical assignment pattern for praveensankarn exactly.",False,praveensankarn,True
gpt-5.4,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg OpenSSL version update for a CVE fix, which matches the historical pattern assigning OpenSSL update/CVE patch bugs in CryptoPkg to liyi77.",False,liyi77,True
gpt-5.4,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This bug explicitly involves both QEMU_EFI/OvmfPkg and NetworkPkg driver loading, which matches the historical pattern for combined QEMU_EFI + NetworkPkg issues assigned to AndreasBBS.",False,AndreasBBS,True
gpt-5.4,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning in a general build/toolchain context rather than RedfishPkg, matching the historical pattern for non-RedfishPkg CLANGPDB linker issues.",False,deeglaze,True
gpt-5.4,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,zhurui22,low,"This is a ShellPkg drvcfg command/assert issue, and no stronger historical pattern matches the known ShellPkg SMBIOS assignees, making zhurui22 the best fit among the remaining options.",False,zhurui22,True
gpt-5.4,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,medium,"This is a BaseTools bug involving the FMMT tool, which fits the historical BaseTools toolchain/tools maintenance area assigned to makubacki rather than the ECC/CI-specific scope of bexcran.",False,AshrafAliS,False
