model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4o,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"The bug is related to ECC Check failures in BaseTools CI, which matches bexcran's historical assignment pattern for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
gpt-4o,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"The bug involves adding MRDIMM support in the MemoryDevice table within ShellPkg, which matches NingFengGit's historical assignment pattern for similar SMBIOS tasks.",False,NingFengGit,True
gpt-4o,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"The bug is related to UefiCpuPkg BSP/AP multiprocessor synchronisation, which matches philnoh2's unique assignment scope.",False,philnoh2,True
gpt-4o,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"The bug is a CLANG compiler build error in CryptoPkg, which matches the historical assignment pattern for mdkinney.",False,mdkinney,True
gpt-4o,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"The bug involves UEFI runtime drivers not being executable after EndOfDxe, which matches vit9696's expertise in POLICY bugs related to driver executability after EndOfDxe.",False,vit9696,True
gpt-4o,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"The bug involves RISC-V support in OvmfPkg, which aligns with yechao-w's expertise in handling QEMU-KVM guest-boot failure bugs on RISC-V.",False,Vogtinator,False
gpt-4o,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"The bug is related to OpalPassword device list handling in SecurityPkg, which matches the unique bug type assigned to HunterChang030.",False,HunterChang030,True
gpt-4o,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"The bug is related to an assert/string-id issue in MdeModulePkg, which matches the historical assignment pattern for EricGao2015.",False,EricGao2015,True
gpt-4o,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"The bug is a CodeQL error in NetworkPkg, which matches the historical assignment pattern for BritChesley.",False,BritChesley,True
gpt-4o,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"The bug involves replacing a hardcoded value with a #define constant in NetworkPkg, which matches SaloniKasbekar's historical assignment pattern for similar issues.",False,SaloniKasbekar,True
gpt-4o,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"The bug is related to variable store and FTW spare block recovery, which is historically assigned to wenbhou in MdeModulePkg.",False,wenbhou,True
gpt-4o,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"The bug is related to InstallProtocolInterface, which is a core DXE infrastructure issue in MdeModulePkg, historically assigned to lgao4.",False,lgao4,True
gpt-4o,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The bug does not match any specific historical pattern or package, and 'package:other' suggests a general or miscellaneous category, so assigning to a less frequently seen assignee.",False,lgao4,False
gpt-4o,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug involves a memory issue related to FreePages() in MdePkg, which falls under os-d's expertise in physical memory bugs.",False,os-d,True
gpt-4o,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"The bug involves a Device Manager form issue in MdeModulePkg, which aligns with EricGao2015's historical assignments for Device Manager forms.",False,EricGao2015,True
gpt-4o,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug involves SEV and SEV-ES VM boot issues in OvmfPkg, which matches the historical pattern for jxu023 handling AMD SEV/SEV-ES virtualization boot bugs.",False,jxu023,True
gpt-4o,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"The bug is related to the Setup Hotkey display in MdeModulePkg, which matches the historical assignment pattern for EricGao2015.",False,EricGao2015,True
gpt-4o,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,"The bug is related to OvmfPkg and involves a build failure due to insufficient FV size, which may relate to physical memory management, a domain handled by os-d.",False,r1chard-lyu,False
gpt-4o,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"The bug is related to a MdePkg LNK2001 unresolved symbol error, which is specifically handled by os-d.",False,os-d,True
gpt-4o,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"The bug is related to IntelFsp2Pkg and specifically mentions FSP-T TemporaryRamSize configuration, which matches praravin's unique assignment scope.",False,praravin,True
gpt-4o,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug involves a memory protection feature causing inconsistency between GCD data structures and CPU page tables, which falls under os-d's expertise in physical memory bugs.",False,os-d,True
gpt-4o,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"The bug involves adding ARMV9 support to SmbioView in ShellPkg, which matches praveensankarn's historical assignment for ARMV9 processor support additions in SmbioView.",False,praveensankarn,True
gpt-4o,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"The bug involves updating OpenSSL for a CVE patch in CryptoPkg, which matches liyi77's historical assignment pattern for OpenSSL version update / CVE patch bugs in CryptoPkg.",False,liyi77,True
gpt-4o,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"The bug involves both NetworkPkg and QEMU_EFI, which matches the assignment pattern for AndreasBBS handling combined driver-loading bugs in these contexts.",False,AndreasBBS,True
gpt-4o,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"The bug is a CLANGPDB linker warning outside of RedfishPkg, which matches deeglaze's assignment scope.",False,deeglaze,True
gpt-4o,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,lgao4,medium,"The bug involves a DXE_ASSERT in the UEFI Shell, which aligns with lgao4's expertise in core DXE infrastructure issues.",False,zhurui22,False
gpt-4o,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,bexcran,medium,"The bug is related to BaseTools, and bexcran has been assigned ECC Check / CI failure bugs in BaseTools, which may relate to handling cases like Parent.Data being none.",False,AshrafAliS,False
