model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,low,"This is an OvmfPkg build-size/FV allocation issue, and among the listed assignees os-d is the closest match for OvmfPkg memory/build infrastructure problems.",False,r1chard-lyu,False
gpt-5.4-mini,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is an MdePkg linker error (LNK2001 unresolved symbol __security_pop_cookie), which matches the historical MdePkg unresolved-symbol linker bug pattern assigned to os-d.",False,os-d,True
gpt-5.4-mini,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"This is an IntelFsp2Pkg bug about configuring TemporaryRamSize via FSP-T UPD, which matches praravin’s unique FSP-T TemporaryRamSize assignment exactly.",False,praravin,True
gpt-5.4-mini,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is a DXE core memory protection / GCD-page-table inconsistency bug in MdeModulePkg, which matches os-d’s assigned physical memory and page table inconsistency issues.",False,os-d,True
gpt-5.4-mini,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"This is a ShellPkg SmbioView feature request for ARMV9 processor information, which matches the historical ShellPkg/SmbioView ARMV9 support assignment to praveensankarn.",False,praveensankarn,True
gpt-5.4-mini,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg OpenSSL update for a CVE fix, which matches liyi77’s assignment for OpenSSL version update / CVE patch bugs in CryptoPkg.",False,liyi77,True
gpt-5.4-mini,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This is a NetworkPkg + QEMU_EFI combined driver-loading issue, which matches the specific assignment pattern for AndreasBBS.",False,AndreasBBS,True
gpt-5.4-mini,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning outside RedfishPkg, which matches the non-Redfish CLANGPDB linker warning pattern assigned to deeglaze.",False,deeglaze,True
gpt-5.4-mini,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,EricGao2015,medium,"This is a ShellPkg UEFI shell UI/configuration command issue, and the closest historical pattern is EricGao2015’s Setup/Device Manager/Assert-related MdeModulePkg UI bugs rather than a different package-specific assignee.",False,zhurui22,False
gpt-5.4-mini,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"This is a BaseTools bug in FMMT, which fits the BaseTools/toolchain/utility update ownership pattern most closely assigned to makubacki.",False,AshrafAliS,False
